Domain Code,Domain,Area Code (M49),Area,Element Code,Element,Item Code,Item,Year Code,Year,Unit,Value,Flag,Flag Description
"CAHD","Cost and Affordability of a Healthy Diet (CoAHD)","044","Bahamas","6132","Value","7006","Number of people unable to afford a healthy diet (million)","2019","2019","million No","","O","Missing value"
"CAHD","Cost and Affordability of a Healthy Diet (CoAHD)","044","Bahamas","6132","Value","7006","Number of people unable to afford a healthy diet (million)","2020","2020","million No","","O","Missing value"
"CAHD","Cost and Affordability of a Healthy Diet (CoAHD)","048","Bahrain","6226","Value","7004","Cost of a healthy diet (PPP dollar per person per day)","2017","2017","PPP dollar per person per day","3.379","E","Estimated value"
"CAHD","Cost and Affordability of a Healthy Diet (CoAHD)","048","Bahrain","6226","Value","7004","Cost of a healthy diet (PPP dollar per person per day)","2018","2018","PPP dollar per person per day","3.463","E","Estimated value"
"CAHD","Cost and Affordability of a Healthy Diet (CoAHD)","048","Bahrain","6226","Value","7004","Cost of a healthy diet (PPP dollar per person per day)","2019","2019","PPP dollar per person per day","3.573","E","Estimated value"
"CAHD","Cost and Affordability of a Healthy Diet (CoAHD)","048","Bahrain","6226","Value","7004","Cost of a healthy diet (PPP dollar per person per day)","2020","2020","PPP dollar per person per day","3.835","E","Estimated value"
"CAHD","Cost and Affordability of a Healthy Diet (CoAHD)","048","Bahrain","6226","Value","7007","Cost of starchy staples","2017","2017","PPP dollar per person per day","0.653","E","Estimated value"
"CAHD","Cost and Affordability of a Healthy Diet (CoAHD)","048","Bahrain","6226","Value","7008","Cost of animal source foods","2017","2017","PPP dollar per person per day","1.006","E","Estimated value"
"CAHD","Cost and Affordability of a Healthy Diet (CoAHD)","048","Bahrain","6226","Value","7009","Cost of legumes, nuts and seeds","2017","2017","PPP dollar per person per day","0.373","E","Estimated value"
"CAHD","Cost and Affordability of a Healthy Diet (CoAHD)","048","Bahrain","6226","Value","7010","Cost of vegetables","2017","2017","PPP dollar per person per day","0.688","E","Estimated value"
"CAHD","Cost and Affordability of a Healthy Diet (CoAHD)","048","Bahrain","6226","Value","7011","Cost of fruits","2017","2017","PPP dollar per person per day","0.474","E","Estimated value"
"CAHD","Cost and Affordability of a Healthy Diet (CoAHD)","048","Bahrain","6226","Value","7012","Cost of oils and fats","2017","2017","PPP dollar per person per day","0.185","E","Estimated value"
"CAHD","Cost and Affordability of a Healthy Diet (CoAHD)","048","Bahrain","6121","Value","7005","Percentage of the population unable to afford a healthy diet (percent)","2017","2017","%","","O","Missing value"
"CAHD","Cost and Affordability of a Healthy Diet (CoAHD)","048","Bahrain","6121","Value","7005","Percentage of the population unable to afford a healthy diet (percent)","2018","2018","%","","O","Missing value"
"CAHD","Cost and Affordability of a Healthy Diet (CoAHD)","048","Bahrain","6121","Value","7005","Percentage of the population unable to afford a healthy diet (percent)","2019","2019","%","","O","Missing value"
"CAHD","Cost and Affordability of a Healthy Diet (CoAHD)","048","Bahrain","6121","Value","7005","Percentage of the population unable to afford a healthy diet (percent)","2020","2020","%","","O","Missing value"
"CAHD","Cost and Affordability of a Healthy Diet (CoAHD)","048","Bahrain","6132","Value","7006","Number of people unable to afford a healthy diet (million)","2017","2017","million No","","O","Missing value"
"CAHD","Cost and Affordability of a Healthy Diet (CoAHD)","048","Bahrain","6132","Value","7006","Number of people unable to afford a healthy diet (million)","2018","2018","million No","","O","Missing value"
"CAHD","Cost and Affordability of a Healthy Diet (CoAHD)","048","Bahrain","6132","Value","7006","Number of people unable to afford a healthy diet (million)","2019","2019","million No","","O","Missing value"
"CAHD","Cost and Affordability of a Healthy Diet (CoAHD)","048","Bahrain","6132","Value","7006","Number of people unable to afford a healthy diet (million)","2020","2020","million No","","O","Missing value"
"CAHD","Cost and Affordability of a Healthy Diet (CoAHD)","050","Bangladesh","6226","Value","7004","Cost of a healthy diet (PPP dollar per person per day)","2017","2017","PPP dollar per person per day","2.882","E","Estimated value"
"CAHD","Cost and Affordability of a Healthy Diet (CoAHD)","050","Bangladesh","6226","Value","7004","Cost of a healthy diet (PPP dollar per person per day)","2018","2018","PPP dollar per person per day","2.971","E","Estimated value"
"CAHD","Cost and Affordability of a Healthy Diet (CoAHD)","050","Bangladesh","6226","Value","7004","Cost of a healthy diet (PPP dollar per person per day)","2019","2019","PPP dollar per person per day","3.024","E","Estimated value"
"CAHD","Cost and Affordability of a Healthy Diet (CoAHD)","050","Bangladesh","6226","Value","7004","Cost of a healthy diet (PPP dollar per person per day)","2020","2020","PPP dollar per person per day","3.064","E","Estimated value"
"CAHD","Cost and Affordability of a Healthy Diet (CoAHD)","050","Bangladesh","6226","Value","7007","Cost of starchy staples","2017","2017","PPP dollar per person per day","0.359","E","Estimated value"
"CAHD","Cost and Affordability of a Healthy Diet (CoAHD)","050","Bangladesh","6226","Value","7008","Cost of animal source foods","2017","2017","PPP dollar per person per day","1.143","E","Estimated value"
"CAHD","Cost and Affordability of a Healthy Diet (CoAHD)","050","Bangladesh","6226","Value","7009","Cost of legumes, nuts and seeds","2017","2017","PPP dollar per person per day","0.227","E","Estimated value"
"CAHD","Cost and Affordability of a Healthy Diet (CoAHD)","050","Bangladesh","6226","Value","7010","Cost of vegetables","2017","2017","PPP dollar per person per day","0.477","E","Estimated value"
"CAHD","Cost and Affordability of a Healthy Diet (CoAHD)","050","Bangladesh","6226","Value","7011","Cost of fruits","2017","2017","PPP dollar per person per day","0.559","E","Estimated value"
"CAHD","Cost and Affordability of a Healthy Diet (CoAHD)","050","Bangladesh","6226","Value","7012","Cost of oils and fats","2017","2017","PPP dollar per person per day","0.118","E","Estimated value"
"CAHD","Cost and Affordability of a Healthy Diet (CoAHD)","050","Bangladesh","6121","Value","7005","Percentage of the population unable to afford a healthy diet (percent)","2017","2017","%","77.4","E","Estimated value"
"CAHD","Cost and Affordability of a Healthy Diet (CoAHD)","050","Bangladesh","6121","Value","7005","Percentage of the population unable to afford a healthy diet (percent)","2018","2018","%","74.6","E","Estimated value"
"CAHD","Cost and Affordability of a Healthy Diet (CoAHD)","050","Bangladesh","6121","Value","7005","Percentage of the population unable to afford a healthy diet (percent)","2019","2019","%","73.5","E","Estimated value"
"CAHD","Cost and Affordability of a Healthy Diet (CoAHD)","050","Bangladesh","6121","Value","7005","Percentage of the population unable to afford a healthy diet (percent)","2020","2020","%","73.5","E","Estimated value"
"CAHD","Cost and Affordability of a Healthy Diet (CoAHD)","050","Bangladesh","6132","Value","7006","Number of people unable to afford a healthy diet (million)","2017","2017","million No","123.7","E","Estimated value"
"CAHD","Cost and Affordability of a Healthy Diet (CoAHD)","050","Bangladesh","6132","Value","7006","Number of people unable to afford a healthy diet (million)","2018","2018","million No","120.5","E","Estimated value"
"CAHD","Cost and Affordability of a Healthy Diet (CoAHD)","050","Bangladesh","6132","Value","7006","Number of people unable to afford a healthy diet (million)","2019","2019","million No","119.8","E","Estimated value"
"CAHD","Cost and Affordability of a Healthy Diet (CoAHD)","050","Bangladesh","6132","Value","7006","Number of people unable to afford a healthy diet (million)","2020","2020","million No","121.1","E","Estimated value"
"CAHD","Cost and Affordability of a Healthy Diet (CoAHD)","112","Belarus","6226","Value","7004","Cost of a healthy diet (PPP dollar per person per day)","2017","2017","PPP dollar per person per day","3.177","E","Estimated value"
"CAHD","Cost and Affordability of a Healthy Diet (CoAHD)","112","Belarus","6226","Value","7004","Cost of a healthy diet (PPP dollar per person per day)","2018","2018","PPP dollar per person per day","3.228","E","Estimated value"
"CAHD","Cost and Affordability of a Healthy Diet (CoAHD)","112","Belarus","6226","Value","7004","Cost of a healthy diet (PPP dollar per person per day)","2019","2019","PPP dollar per person per day","3.31","E","Estimated value"
"CAHD","Cost and Affordability of a Healthy Diet (CoAHD)","112","Belarus","6226","Value","7004","Cost of a healthy diet (PPP dollar per person per day)","2020","2020","PPP dollar per person per day","3.31","E","Estimated value"
"CAHD","Cost and Affordability of a Healthy Diet (CoAHD)","112","Belarus","6226","Value","7007","Cost of starchy staples","2017","2017","PPP dollar per person per day","0.506","E","Estimated value"
"CAHD","Cost and Affordability of a Healthy Diet (CoAHD)","112","Belarus","6226","Value","7008","Cost of animal source foods","2017","2017","PPP dollar per person per day","0.826","E","Estimated value"
"CAHD","Cost and Affordability of a Healthy Diet (CoAHD)","112","Belarus","6226","Value","7009","Cost of legumes, nuts and seeds","2017","2017","PPP dollar per person per day","0.643","E","Estimated value"
"CAHD","Cost and Affordability of a Healthy Diet (CoAHD)","112","Belarus","6226","Value","7010","Cost of vegetables","2017","2017","PPP dollar per person per day","0.349","E","Estimated value"
"CAHD","Cost and Affordability of a Healthy Diet (CoAHD)","112","Belarus","6226","Value","7011","Cost of fruits","2017","2017","PPP dollar per person per day","0.678","E","Estimated value"
"CAHD","Cost and Affordability of a Healthy Diet (CoAHD)","112","Belarus","6226","Value","7012","Cost of oils and fats","2017","2017","PPP dollar per person per day","0.174","E","Estimated value"
"CAHD","Cost and Affordability of a Healthy Diet (CoAHD)","112","Belarus","6121","Value","7005","Percentage of the population unable to afford a healthy diet (percent)","2017","2017","%","0.8","E","Estimated value"
"CAHD","Cost and Affordability of a Healthy Diet (CoAHD)","112","Belarus","6121","Value","7005","Percentage of the population unable to afford a healthy diet (percent)","2018","2018","%","0.5","E","Estimated value"
"CAHD","Cost and Affordability of a Healthy Diet (CoAHD)","112","Belarus","6121","Value","7005","Percentage of the population unable to afford a healthy diet (percent)","2019","2019","%","0.3","E","Estimated value"
"CAHD","Cost and Affordability of a Healthy Diet (CoAHD)","112","Belarus","6121","Value","7005","Percentage of the population unable to afford a healthy diet (percent)","2020","2020","%","0.2","E","Estimated value"
"CAHD","Cost and Affordability of a Healthy Diet (CoAHD)","112","Belarus","6132","Value","7006","Number of people unable to afford a healthy diet (million)","2017","2017","million No","0.1","E","Estimated value"
"CAHD","Cost and Affordability of a Healthy Diet (CoAHD)","112","Belarus","6132","Value","7006","Number of people unable to afford a healthy diet (million)","2018","2018","million No","0","E","Estimated value"
"CAHD","Cost and Affordability of a Healthy Diet (CoAHD)","112","Belarus","6132","Value","7006","Number of people unable to afford a healthy diet (million)","2019","2019","million No","0","E","Estimated value"
"CAHD","Cost and Affordability of a Healthy Diet (CoAHD)","112","Belarus","6132","Value","7006","Number of people unable to afford a healthy diet (million)","2020","2020","million No","0","E","Estimated value"
"CAHD","Cost and Affordability of a Healthy Diet (CoAHD)","056","Belgium","6226","Value","7004","Cost of a healthy diet (PPP dollar per person per day)","2017","2017","PPP dollar per person per day","2.862","E","Estimated value"
"CAHD","Cost and Affordability of a Healthy Diet (CoAHD)","056","Belgium","6226","Value","7004","Cost of a healthy diet (PPP dollar per person per day)","2018","2018","PPP dollar per person per day","2.962","E","Estimated value"
"CAHD","Cost and Affordability of a Healthy Diet (CoAHD)","056","Belgium","6226","Value","7004","Cost of a healthy diet (PPP dollar per person per day)","2019","2019","PPP dollar per person per day","2.943","E","Estimated value"
"CAHD","Cost and Affordability of a Healthy Diet (CoAHD)","056","Belgium","6226","Value","7004","Cost of a healthy diet (PPP dollar per person per day)","2020","2020","PPP dollar per person per day","3.13","E","Estimated value"
"CAHD","Cost and Affordability of a Healthy Diet (CoAHD)","056","Belgium","6226","Value","7007","Cost of starchy staples","2017","2017","PPP dollar per person per day","0.222","E","Estimated value"
"CAHD","Cost and Affordability of a Healthy Diet (CoAHD)","056","Belgium","6226","Value","7008","Cost of animal source foods","2017","2017","PPP dollar per person per day","0.745","E","Estimated value"
"CAHD","Cost and Affordability of a Healthy Diet (CoAHD)","056","Belgium","6226","Value","7009","Cost of legumes, nuts and seeds","2017","2017","PPP dollar per person per day","0.369","E","Estimated value"
"CAHD","Cost and Affordability of a Healthy Diet (CoAHD)","056","Belgium","6226","Value","7010","Cost of vegetables","2017","2017","PPP dollar per person per day","0.677","E","Estimated value"
"CAHD","Cost and Affordability of a Healthy Diet (CoAHD)","056","Belgium","6226","Value","7011","Cost of fruits","2017","2017","PPP dollar per person per day","0.79","E","Estimated value"
"CAHD","Cost and Affordability of a Healthy Diet (CoAHD)","056","Belgium","6226","Value","7012","Cost of oils and fats","2017","2017","PPP dollar per person per day","0.06","E","Estimated value"
"CAHD","Cost and Affordability of a Healthy Diet (CoAHD)","056","Belgium","6121","Value","7005","Percentage of the population unable to afford a healthy diet (percent)","2017","2017","%","0.3","E","Estimated value"
"CAHD","Cost and Affordability of a Healthy Diet (CoAHD)","056","Belgium","6121","Value","7005","Percentage of the population unable to afford a healthy diet (percent)","2018","2018","%","0.2","E","Estimated value"
"CAHD","Cost and Affordability of a Healthy Diet (CoAHD)","056","Belgium","6121","Value","7005","Percentage of the population unable to afford a healthy diet (percent)","2019","2019","%","0.2","E","Estimated value"
"CAHD","Cost and Affordability of a Healthy Diet (CoAHD)","056","Belgium","6121","Value","7005","Percentage of the population unable to afford a healthy diet (percent)","2020","2020","%","0.2","E","Estimated value"
"CAHD","Cost and Affordability of a Healthy Diet (CoAHD)","056","Belgium","6132","Value","7006","Number of people unable to afford a healthy diet (million)","2017","2017","million No","0","E","Estimated value"
"CAHD","Cost and Affordability of a Healthy Diet (CoAHD)","056","Belgium","6132","Value","7006","Number of people unable to afford a healthy diet (million)","2018","2018","million No","0","E","Estimated value"
"CAHD","Cost and Affordability of a Healthy Diet (CoAHD)","056","Belgium","6132","Value","7006","Number of people unable to afford a healthy diet (million)","2019","2019","million No","0","E","Estimated value"
"CAHD","Cost and Affordability of a Healthy Diet (CoAHD)","056","Belgium","6132","Value","7006","Number of people unable to afford a healthy diet (million)","2020","2020","million No","0","E","Estimated value"
"CAHD","Cost and Affordability of a Healthy Diet (CoAHD)","084","Belize","6226","Value","7004","Cost of a healthy diet (PPP dollar per person per day)","2017","2017","PPP dollar per person per day","2.476","E","Estimated value"
"CAHD","Cost and Affordability of a Healthy Diet (CoAHD)","084","Belize","6226","Value","7004","Cost of a healthy diet (PPP dollar per person per day)","2018","2018","PPP dollar per person per day","2.321","E","Estimated value"
"CAHD","Cost and Affordability of a Healthy Diet (CoAHD)","084","Belize","6226","Value","7004","Cost of a healthy diet (PPP dollar per person per day)","2019","2019","PPP dollar per person per day","2.221","E","Estimated value"
"CAHD","Cost and Affordability of a Healthy Diet (CoAHD)","084","Belize","6226","Value","7004","Cost of a healthy diet (PPP dollar per person per day)","2020","2020","PPP dollar per person per day","2.14","E","Estimated value"
"CAHD","Cost and Affordability of a Healthy Diet (CoAHD)","084","Belize","6226","Value","7007","Cost of starchy staples","2017","2017","PPP dollar per person per day","0.38","E","Estimated value"
"CAHD","Cost and Affordability of a Healthy Diet (CoAHD)","084","Belize","6226","Value","7008","Cost of animal source foods","2017","2017","PPP dollar per person per day","0.776","E","Estimated value"
"CAHD","Cost and Affordability of a Healthy Diet (CoAHD)","084","Belize","6226","Value","7009","Cost of legumes, nuts and seeds","2017","2017","PPP dollar per person per day","0.224","E","Estimated value"
"CAHD","Cost and Affordability of a Healthy Diet (CoAHD)","084","Belize","6226","Value","7010","Cost of vegetables","2017","2017","PPP dollar per person per day","0.805","E","Estimated value"
"CAHD","Cost and Affordability of a Healthy Diet (CoAHD)","084","Belize","6226","Value","7011","Cost of fruits","2017","2017","PPP dollar per person per day","0.162","E","Estimated value"
"CAHD","Cost and Affordability of a Healthy Diet (CoAHD)","084","Belize","6226","Value","7012","Cost of oils and fats","2017","2017","PPP dollar per person per day","0.129","E","Estimated value"
"CAHD","Cost and Affordability of a Healthy Diet (CoAHD)","084","Belize","6121","Value","7005","Percentage of the population unable to afford a healthy diet (percent)","2017","2017","%","39.4","E","Estimated value"
"CAHD","Cost and Affordability of a Healthy Diet (CoAHD)","084","Belize","6121","Value","7005","Percentage of the population unable to afford a healthy diet (percent)","2018","2018","%","37.4","E","Estimated value"
"CAHD","Cost and Affordability of a Healthy Diet (CoAHD)","084","Belize","6121","Value","7005","Percentage of the population unable to afford a healthy diet (percent)","2019","2019","%","37","E","Estimated value"
"CAHD","Cost and Affordability of a Healthy Diet (CoAHD)","084","Belize","6121","Value","7005","Percentage of the population unable to afford a healthy diet (percent)","2020","2020","%","36.4","E","Estimated value"
"CAHD","Cost and Affordability of a Healthy Diet (CoAHD)","084","Belize","6132","Value","7006","Number of people unable to afford a healthy diet (million)","2017","2017","million No","0.1","E","Estimated value"
"CAHD","Cost and Affordability of a Healthy Diet (CoAHD)","084","Belize","6132","Value","7006","Number of people unable to afford a healthy diet (million)","2018","2018","million No","0.1","E","Estimated value"
"CAHD","Cost and Affordability of a Healthy Diet (CoAHD)","084","Belize","6132","Value","7006","Number of people unable to afford a healthy diet (million)","2019","2019","million No","0.1","E","Estimated value"
"CAHD","Cost and Affordability of a Healthy Diet (CoAHD)","084","Belize","6132","Value","7006","Number of people unable to afford a healthy diet (million)","2020","2020","million No","0.1","E","Estimated value"
"CAHD","Cost and Affordability of a Healthy Diet (CoAHD)","204","Benin","6226","Value","7004","Cost of a healthy diet (PPP dollar per person per day)","2017","2017","PPP dollar per person per day","3.55","E","Estimated value"
"CAHD","Cost and Affordability of a Healthy Diet (CoAHD)","204","Benin","6226","Value","7004","Cost of a healthy diet (PPP dollar per person per day)","2018","2018","PPP dollar per person per day","3.67","E","Estimated value"
"CAHD","Cost and Affordability of a Healthy Diet (CoAHD)","204","Benin","6226","Value","7004","Cost of a healthy diet (PPP dollar per person per day)","2019","2019","PPP dollar per person per day","3.664","E","Estimated value"
"CAHD","Cost and Affordability of a Healthy Diet (CoAHD)","204","Benin","6226","Value","7004","Cost of a healthy diet (PPP dollar per person per day)","2020","2020","PPP dollar per person per day","3.707","E","Estimated value"
"CAHD","Cost and Affordability of a Healthy Diet (CoAHD)","204","Benin","6226","Value","7007","Cost of starchy staples","2017","2017","PPP dollar per person per day","0.41","E","Estimated value"
"CAHD","Cost and Affordability of a Healthy Diet (CoAHD)","204","Benin","6226","Value","7008","Cost of animal source foods","2017","2017","PPP dollar per person per day","1.168","E","Estimated value"
"CAHD","Cost and Affordability of a Healthy Diet (CoAHD)","204","Benin","6226","Value","7009","Cost of legumes, nuts and seeds","2017","2017","PPP dollar per person per day","0.297","E","Estimated value"
"CAHD","Cost and Affordability of a Healthy Diet (CoAHD)","204","Benin","6226","Value","7010","Cost of vegetables","2017","2017","PPP dollar per person per day","1.012","E","Estimated value"
"CAHD","Cost and Affordability of a Healthy Diet (CoAHD)","204","Benin","6226","Value","7011","Cost of fruits","2017","2017","PPP dollar per person per day","0.538","E","Estimated value"
"CAHD","Cost and Affordability of a Healthy Diet (CoAHD)","204","Benin","6226","Value","7012","Cost of oils and fats","2017","2017","PPP dollar per person per day","0.125","E","Estimated value"
"CAHD","Cost and Affordability of a Healthy Diet (CoAHD)","204","Benin","6121","Value","7005","Percentage of the population unable to afford a healthy diet (percent)","2017","2017","%","90.7","E","Estimated value"
"CAHD","Cost and Affordability of a Healthy Diet (CoAHD)","204","Benin","6121","Value","7005","Percentage of the population unable to afford a healthy diet (percent)","2018","2018","%","87.1","E","Estimated value"
"CAHD","Cost and Affordability of a Healthy Diet (CoAHD)","204","Benin","6121","Value","7005","Percentage of the population unable to afford a healthy diet (percent)","2019","2019","%","82.9","E","Estimated value"
"CAHD","Cost and Affordability of a Healthy Diet (CoAHD)","204","Benin","6121","Value","7005","Percentage of the population unable to afford a healthy diet (percent)","2020","2020","%","82.9","E","Estimated value"
"CAHD","Cost and Affordability of a Healthy Diet (CoAHD)","204","Benin","6132","Value","7006","Number of people unable to afford a healthy diet (million)","2017","2017","million No","10.1","E","Estimated value"
"CAHD","Cost and Affordability of a Healthy Diet (CoAHD)","204","Benin","6132","Value","7006","Number of people unable to afford a healthy diet (million)","2018","2018","million No","10","E","Estimated value"
"CAHD","Cost and Affordability of a Healthy Diet (CoAHD)","204","Benin","6132","Value","7006","Number of people unable to afford a healthy diet (million)","2019","2019","million No","9.8","E","Estimated value"
"CAHD","Cost and Affordability of a Healthy Diet (CoAHD)","204","Benin","6132","Value","7006","Number of people unable to afford a healthy diet (million)","2020","2020","million No","10.1","E","Estimated value"
"CAHD","Cost and Affordability of a Healthy Diet (CoAHD)","060","Bermuda","6226","Value","7004","Cost of a healthy diet (PPP dollar per person per day)","2017","2017","PPP dollar per person per day","4.072","E","Estimated value"
"CAHD","Cost and Affordability of a Healthy Diet (CoAHD)","060","Bermuda","6226","Value","7004","Cost of a healthy diet (PPP dollar per person per day)","2018","2018","PPP dollar per person per day","3.842","E","Estimated value"
"CAHD","Cost and Affordability of a Healthy Diet (CoAHD)","060","Bermuda","6226","Value","7004","Cost of a healthy diet (PPP dollar per person per day)","2019","2019","PPP dollar per person per day","3.788","E","Estimated value"
"CAHD","Cost and Affordability of a Healthy Diet (CoAHD)","060","Bermuda","6226","Value","7004","Cost of a healthy diet (PPP dollar per person per day)","2020","2020","PPP dollar per person per day","3.616","E","Estimated value"
"CAHD","Cost and Affordability of a Healthy Diet (CoAHD)","060","Bermuda","6226","Value","7007","Cost of starchy staples","2017","2017","PPP dollar per person per day","0.743","E","Estimated value"
"CAHD","Cost and Affordability of a Healthy Diet (CoAHD)","060","Bermuda","6226","Value","7008","Cost of animal source foods","2017","2017","PPP dollar per person per day","0.502","E","Estimated value"
"CAHD","Cost and Affordability of a Healthy Diet (CoAHD)","060","Bermuda","6226","Value","7009","Cost of legumes, nuts and seeds","2017","2017","PPP dollar per person per day","0.53","E","Estimated value"
"CAHD","Cost and Affordability of a Healthy Diet (CoAHD)","060","Bermuda","6226","Value","7010","Cost of vegetables","2017","2017","PPP dollar per person per day","1.652","E","Estimated value"
"CAHD","Cost and Affordability of a Healthy Diet (CoAHD)","060","Bermuda","6226","Value","7011","Cost of fruits","2017","2017","PPP dollar per person per day","0.478","E","Estimated value"
"CAHD","Cost and Affordability of a Healthy Diet (CoAHD)","060","Bermuda","6226","Value","7012","Cost of oils and fats","2017","2017","PPP dollar per person per day","0.165","E","Estimated value"
"CAHD","Cost and Affordability of a Healthy Diet (CoAHD)","060","Bermuda","6121","Value","7005","Percentage of the population unable to afford a healthy diet (percent)","2017","2017","%","","O","Missing value"
"CAHD","Cost and Affordability of a Healthy Diet (CoAHD)","060","Bermuda","6121","Value","7005","Percentage of the population unable to afford a healthy diet (percent)","2018","2018","%","","O","Missing value"
"CAHD","Cost and Affordability of a Healthy Diet (CoAHD)","060","Bermuda","6121","Value","7005","Percentage of the population unable to afford a healthy diet (percent)","2019","2019","%","","O","Missing value"
"CAHD","Cost and Affordability of a Healthy Diet (CoAHD)","060","Bermuda","6121","Value","7005","Percentage of the population unable to afford a healthy diet (percent)","2020","2020","%","","O","Missing value"
"CAHD","Cost and Affordability of a Healthy Diet (CoAHD)","060","Bermuda","6132","Value","7006","Number of people unable to afford a healthy diet (million)","2017","2017","million No","","O","Missing value"
"CAHD","Cost and Affordability of a Healthy Diet (CoAHD)","060","Bermuda","6132","Value","7006","Number of people unable to afford a healthy diet (million)","2018","2018","million No","","O","Missing value"
"CAHD","Cost and Affordability of a Healthy Diet (CoAHD)","060","Bermuda","6132","Value","7006","Number of people unable to afford a healthy diet (million)","2019","2019","million No","","O","Missing value"
"CAHD","Cost and Affordability of a Healthy Diet (CoAHD)","060","Bermuda","6132","Value","7006","Number of people unable to afford a healthy diet (million)","2020","2020","million No","","O","Missing value"
"CAHD","Cost and Affordability of a Healthy Diet (CoAHD)","064","Bhutan","6226","Value","7004","Cost of a healthy diet (PPP dollar per person per day)","2017","2017","PPP dollar per person per day","4.383","E","Estimated value"
"CAHD","Cost and Affordability of a Healthy Diet (CoAHD)","064","Bhutan","6226","Value","7004","Cost of a healthy diet (PPP dollar per person per day)","2018","2018","PPP dollar per person per day","4.587","E","Estimated value"
"CAHD","Cost and Affordability of a Healthy Diet (CoAHD)","064","Bhutan","6226","Value","7004","Cost of a healthy diet (PPP dollar per person per day)","2019","2019","PPP dollar per person per day","4.712","E","Estimated value"
"CAHD","Cost and Affordability of a Healthy Diet (CoAHD)","064","Bhutan","6226","Value","7004","Cost of a healthy diet (PPP dollar per person per day)","2020","2020","PPP dollar per person per day","5.029","E","Estimated value"
"CAHD","Cost and Affordability of a Healthy Diet (CoAHD)","064","Bhutan","6226","Value","7007","Cost of starchy staples","2017","2017","PPP dollar per person per day","0.54","E","Estimated value"
"CAHD","Cost and Affordability of a Healthy Diet (CoAHD)","064","Bhutan","6226","Value","7008","Cost of animal source foods","2017","2017","PPP dollar per person per day","1.191","E","Estimated value"
"CAHD","Cost and Affordability of a Healthy Diet (CoAHD)","064","Bhutan","6226","Value","7009","Cost of legumes, nuts and seeds","2017","2017","PPP dollar per person per day","0.427","E","Estimated value"
"CAHD","Cost and Affordability of a Healthy Diet (CoAHD)","064","Bhutan","6226","Value","7010","Cost of vegetables","2017","2017","PPP dollar per person per day","0.94","E","Estimated value"
"CAHD","Cost and Affordability of a Healthy Diet (CoAHD)","064","Bhutan","6226","Value","7011","Cost of fruits","2017","2017","PPP dollar per person per day","1.122","E","Estimated value"
"CAHD","Cost and Affordability of a Healthy Diet (CoAHD)","064","Bhutan","6226","Value","7012","Cost of oils and fats","2017","2017","PPP dollar per person per day","0.164","E","Estimated value"
"CAHD","Cost and Affordability of a Healthy Diet (CoAHD)","064","Bhutan","6121","Value","7005","Percentage of the population unable to afford a healthy diet (percent)","2017","2017","%","57.6","E","Estimated value"
"CAHD","Cost and Affordability of a Healthy Diet (CoAHD)","064","Bhutan","6121","Value","7005","Percentage of the population unable to afford a healthy diet (percent)","2018","2018","%","52.2","E","Estimated value"
"CAHD","Cost and Affordability of a Healthy Diet (CoAHD)","064","Bhutan","6121","Value","7005","Percentage of the population unable to afford a healthy diet (percent)","2019","2019","%","50","E","Estimated value"
"CAHD","Cost and Affordability of a Healthy Diet (CoAHD)","064","Bhutan","6121","Value","7005","Percentage of the population unable to afford a healthy diet (percent)","2020","2020","%","53","E","Estimated value"
"CAHD","Cost and Affordability of a Healthy Diet (CoAHD)","064","Bhutan","6132","Value","7006","Number of people unable to afford a healthy diet (million)","2017","2017","million No","0.4","E","Estimated value"
"CAHD","Cost and Affordability of a Healthy Diet (CoAHD)","064","Bhutan","6132","Value","7006","Number of people unable to afford a healthy diet (million)","2018","2018","million No","0.4","E","Estimated value"
"CAHD","Cost and Affordability of a Healthy Diet (CoAHD)","064","Bhutan","6132","Value","7006","Number of people unable to afford a healthy diet (million)","2019","2019","million No","0.4","E","Estimated value"
"CAHD","Cost and Affordability of a Healthy Diet (CoAHD)","064","Bhutan","6132","Value","7006","Number of people unable to afford a healthy diet (million)","2020","2020","million No","0.4","E","Estimated value"
"CAHD","Cost and Affordability of a Healthy Diet (CoAHD)","068","Bolivia (Plurinational State of)","6226","Value","7004","Cost of a healthy diet (PPP dollar per person per day)","2017","2017","PPP dollar per person per day","3.551","E","Estimated value"
"CAHD","Cost and Affordability of a Healthy Diet (CoAHD)","068","Bolivia (Plurinational State of)","6226","Value","7004","Cost of a healthy diet (PPP dollar per person per day)","2018","2018","PPP dollar per person per day","3.648","E","Estimated value"
"CAHD","Cost and Affordability of a Healthy Diet (CoAHD)","068","Bolivia (Plurinational State of)","6226","Value","7004","Cost of a healthy diet (PPP dollar per person per day)","2019","2019","PPP dollar per person per day","3.769","E","Estimated value"
"CAHD","Cost and Affordability of a Healthy Diet (CoAHD)","068","Bolivia (Plurinational State of)","6226","Value","7004","Cost of a healthy diet (PPP dollar per person per day)","2020","2020","PPP dollar per person per day","3.755","E","Estimated value"
"CAHD","Cost and Affordability of a Healthy Diet (CoAHD)","068","Bolivia (Plurinational State of)","6226","Value","7007","Cost of starchy staples","2017","2017","PPP dollar per person per day","0.781","E","Estimated value"
"CAHD","Cost and Affordability of a Healthy Diet (CoAHD)","068","Bolivia (Plurinational State of)","6226","Value","7008","Cost of animal source foods","2017","2017","PPP dollar per person per day","1.046","E","Estimated value"
