"hhid","zone","state","lga","sector","ea","cluster","strata","wt_wave4","wt_longpanel","old_new","interviewer_id","supervisor_id","hhidyn","hhsmlc","rspavl","constn","InterviewStart","ag1a","ag2a","ag4","interview_result"
109021,5,10,1006,2,474,"1006-474",5,4772.7255859375,1.79769313486232e+308,2,1005,1008,1,1,1,1,1864088633000,1,2,2,1
109022,5,10,1006,2,474,"1006-474",5,4772.7255859375,1.79769313486232e+308,2,1005,1008,1,1,1,1,1864104308000,1,2,2,1
109023,5,10,1006,2,474,"1006-474",5,4772.7255859375,1.79769313486232e+308,2,1005,1008,1,2,1,1,1864189289000,1,2,2,1
109025,5,10,1006,2,1708,"1006-1708",5,3699.11645507812,1.79769313486232e+308,2,1004,1008,1,1,1,1,1863913099000,2,2,2,1
109026,5,10,1006,2,1708,"1006-1708",5,3699.11645507812,1.79769313486232e+308,2,1005,1008,1,1,1,1,1863861109000,1,2,2,1
109028,5,10,1006,2,1708,"1006-1708",5,3699.11645507812,1.79769313486232e+308,2,1002,1008,1,1,1,1,1863849781000,2,2,2,1
109029,5,10,1006,2,1708,"1006-1708",5,3699.11645507812,1.79769313486232e+308,2,1002,1008,1,1,1,1,1863915253000,2,2,2,1
109030,5,10,1006,2,1708,"1006-1708",5,3699.11645507812,1.79769313486232e+308,2,1005,1008,1,1,1,1,1863916808000,1,2,2,1
109031,5,10,1006,2,1708,"1006-1708",5,3699.11645507812,1.79769313486232e+308,2,1005,1008,1,1,1,1,1863856204000,2,1,2,1
109032,5,10,1006,2,1708,"1006-1708",5,3699.11645507812,1.79769313486232e+308,2,1004,1008,1,1,1,1,1863850163000,1,1,2,1
109033,5,10,1006,2,1708,"1006-1708",5,3699.11645507812,1.79769313486232e+308,2,1004,1008,1,1,1,1,1863859989000,2,2,2,1
109034,5,10,1006,2,1708,"1006-1708",5,3699.11645507812,1.79769313486232e+308,2,1002,1008,1,1,1,1,1863944257000,2,2,2,1
109035,5,10,1006,2,1708,"1006-1708",5,3699.11645507812,1.79769313486232e+308,2,1005,1008,1,1,1,1,1863929481000,2,2,1,1
109037,5,10,1007,1,1026,"1007-1026",5,2122.96044921875,1.79769313486232e+308,2,1005,1008,1,1,1,1,1863321249000,1,1,2,1
109038,5,10,1007,1,1026,"1007-1026",5,2122.96044921875,1.79769313486232e+308,2,1002,1008,1,1,1,1,1863321545000,1,1,2,1
109040,5,10,1007,1,1026,"1007-1026",5,2122.96044921875,1.79769313486232e+308,2,1004,1008,1,1,1,1,1863328007000,1,2,2,1
109041,5,10,1007,1,1026,"1007-1026",5,2122.96044921875,1.79769313486232e+308,2,1004,1008,1,1,1,1,1863320962000,2,2,2,1
109042,5,10,1007,1,1026,"1007-1026",5,2122.96044921875,1.79769313486232e+308,2,1002,1008,1,1,1,1,1863397342000,1,2,2,1
109043,5,10,1007,1,1026,"1007-1026",5,2122.96044921875,1.79769313486232e+308,2,1005,1008,1,1,1,1,1863335070000,1,2,2,1
109045,5,10,1007,1,1026,"1007-1026",5,1.79769313486232e+308,1.79769313486232e+308,2,1004,1008,2,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1863404953000,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,4
109046,5,10,1007,1,1026,"1007-1026",5,2122.96044921875,1.79769313486232e+308,2,1005,1008,1,1,1,1,1863325863000,1,2,2,1
109047,5,10,1007,1,1026,"1007-1026",5,2122.96044921875,1.79769313486232e+308,2,1002,1008,1,1,1,1,1863334114000,1,1,2,1
109048,5,10,1012,2,428,"1012-428",5,7905.75927734375,1.79769313486232e+308,2,1004,1008,1,1,1,1,1862799317000,1,2,2,1
109049,5,10,1012,2,428,"1012-428",5,7905.75927734375,1.79769313486232e+308,2,1004,1008,1,1,1,1,1862885600000,1,1,2,1
109052,5,10,1012,2,428,"1012-428",5,7905.75927734375,1.79769313486232e+308,2,1002,1008,1,1,1,1,1862799501000,1,2,2,1
109053,5,10,1012,2,428,"1012-428",5,7905.75927734375,1.79769313486232e+308,2,1002,1008,1,1,1,1,1862721289000,1,2,2,1
109054,5,10,1015,1,0,"1012-428",5,7905.75927734375,1.79769313486232e+308,2,1002,1.79769313486232e+308,1,3,1,1,1869972279000,1,2,2,1
109055,5,10,1012,2,428,"1012-428",5,7905.75927734375,1.79769313486232e+308,2,1005,1008,1,1,1,1,1862716295000,1,2,2,1
109056,5,10,1012,2,428,"1012-428",5,7905.75927734375,1.79769313486232e+308,2,1002,1008,1,1,1,1,1862884170000,1,2,2,1
109057,5,10,1012,2,428,"1012-428",5,7905.75927734375,1.79769313486232e+308,2,1005,1008,1,1,1,1,1862800879000,1,2,2,1
109058,5,10,1012,2,428,"1012-428",5,7905.75927734375,1.79769313486232e+308,2,1004,1008,1,1,1,1,1862716947000,1,1,2,1
109059,5,10,1011,2,0,"1012-428",5,7905.75927734375,1.79769313486232e+308,2,1002,1.79769313486232e+308,1,2,1,1,1869886046000,1,2,2,1
109060,5,10,1012,2,1106,"1012-1106",5,13230.2138671875,1.79769313486232e+308,2,1004,1008,1,1,1,1,1863142996000,1,2,2,1
109061,5,10,1012,2,1106,"1012-1106",5,13230.2138671875,1.79769313486232e+308,2,1004,1008,1,1,1,1,1863056389000,1,1,2,1
109062,5,10,1012,2,1106,"1012-1106",5,13230.2138671875,1.79769313486232e+308,2,1008,1008,1,2,1,1,1863072731000,1,2,2,1
109064,5,10,1012,2,1106,"1012-1106",5,13230.2138671875,1.79769313486232e+308,2,1005,1008,1,1,1,1,1863154458000,2,1,2,1
109065,5,10,1011,2,0,"1012-1106",5,13230.2138671875,1.79769313486232e+308,2,2405,1.79769313486232e+308,1,1,1,1,1870157862000,1,2,2,1
109066,5,10,1012,2,1106,"1012-1106",5,13230.2138671875,1.79769313486232e+308,2,1002,1008,1,1,1,1,1863489438000,1,2,2,1
109067,5,10,1012,2,1106,"1012-1106",5,13230.2138671875,1.79769313486232e+308,2,1002,1008,1,2,1,1,1863168781000,1,2,2,1
109068,5,10,1012,2,1106,"1012-1106",5,13230.2138671875,1.79769313486232e+308,2,1005,1008,1,1,1,1,1863059124000,1,2,2,1
109069,5,10,1012,2,1106,"1012-1106",5,13230.2138671875,1.79769313486232e+308,2,1005,1008,1,1,1,1,1863072645000,1,2,2,1
109071,5,10,1012,2,1106,"1012-1106",5,13230.2138671875,1.79769313486232e+308,2,1004,1008,1,1,1,1,1863071966000,1,2,2,1
109073,5,10,1013,2,88,"1013-88",5,4208.3154296875,1.79769313486232e+308,2,1005,1008,1,1,1,1,1864349970000,1,2,2,1
109074,5,10,1013,2,88,"1013-88",5,4208.3154296875,1.79769313486232e+308,2,1004,1008,1,1,1,1,1864356829000,2,2,2,1
109076,5,10,1013,2,88,"1013-88",5,4208.3154296875,1.79769313486232e+308,2,1004,1008,1,1,1,1,1864357836000,1,1,2,1
109077,5,10,1013,2,88,"1013-88",5,4208.3154296875,1.79769313486232e+308,2,1004,1008,1,1,1,1,1864366813000,1,1,2,1
109078,5,10,1013,2,88,"1013-88",5,4208.3154296875,1.79769313486232e+308,2,1005,1008,1,1,1,1,1864441039000,1,1,2,1
109080,5,10,1013,2,88,"1013-88",5,4208.3154296875,1.79769313486232e+308,2,1002,1008,1,1,1,1,1864356781000,1,1,2,1
109081,5,10,1013,2,88,"1013-88",5,4208.3154296875,1.79769313486232e+308,2,1002,1008,1,1,1,1,1864360570000,1,1,1,1
109082,5,10,1013,2,88,"1013-88",5,4208.3154296875,1.79769313486232e+308,2,1002,1008,1,1,1,1,1864372026000,1,1,2,1
109083,5,10,1013,2,88,"1013-88",5,4208.3154296875,1.79769313486232e+308,2,1005,1008,1,1,1,1,1864364638000,1,1,2,1
109085,5,10,1013,2,410,"1013-410",5,2997.70849609375,1.79769313486232e+308,2,1003,1009,1,1,1,1,1862550102000,1,1,2,1
109086,5,10,1013,2,410,"1013-410",5,2997.70849609375,1.79769313486232e+308,2,1003,1009,1,1,1,1,1862535935000,1,1,2,1
109087,5,10,1013,2,410,"1013-410",5,2997.70849609375,1.79769313486232e+308,2,1001,1009,1,1,1,1,1862646416000,1,2,2,1
109088,5,10,1013,2,410,"1013-410",5,2997.70849609375,1.79769313486232e+308,2,1007,1009,1,1,1,1,1862535930000,1,2,2,1
109089,5,10,1013,2,410,"1013-410",5,2997.70849609375,1.79769313486232e+308,2,1007,1009,1,1,1,1,1862725733000,2,2,2,1
109091,5,10,1013,2,410,"1013-410",5,2997.70849609375,1.79769313486232e+308,2,1001,1009,1,1,1,1,1862536616000,1,1,1,1
109092,5,10,1013,2,410,"1013-410",5,2997.70849609375,1.79769313486232e+308,2,1001,1009,1,2,1,1,1862563454000,1,2,1,1
109093,5,10,1013,2,410,"1013-410",5,2997.70849609375,1.79769313486232e+308,2,1007,1009,1,1,1,1,1862558770000,1,1,2,1
109095,5,10,1013,2,410,"1013-410",5,2997.70849609375,1.79769313486232e+308,2,1003,1009,1,1,1,1,1862620587000,1,1,2,1
109096,5,10,1013,2,948,"1013-948",5,3858.70239257812,1.79769313486232e+308,2,1003,1009,1,2,1,1,1862982235000,2,2,2,1
109099,5,10,1013,2,948,"1013-948",5,3858.70239257812,1.79769313486232e+308,2,1007,1009,1,1,1,1,1862995026000,2,2,2,1
109100,5,10,1013,2,948,"1013-948",5,3858.70239257812,1.79769313486232e+308,2,1003,1009,1,1,1,1,1862991106000,2,2,2,1
109101,5,10,1013,2,948,"1013-948",5,3858.70239257812,1.79769313486232e+308,2,1007,1009,1,1,1,1,1862988055000,2,2,2,1
109103,5,10,1013,2,948,"1013-948",5,3858.70239257812,1.79769313486232e+308,2,1001,1009,1,1,1,1,1862991656000,2,2,2,1
109104,5,10,1013,2,948,"1013-948",5,3858.70239257812,1.79769313486232e+308,2,1001,1009,1,1,1,1,1862981670000,2,2,2,1
109106,5,10,1013,2,948,"1013-948",5,3858.70239257812,1.79769313486232e+308,2,1001,1009,1,2,1,1,1862998925000,2,2,2,1
109107,5,10,1013,2,948,"1013-948",5,3858.70239257812,1.79769313486232e+308,2,1003,1009,1,1,1,1,1863002280000,2,2,2,1
109108,5,10,1013,2,1054,"1013-1054",5,11179.548828125,1.79769313486232e+308,2,1003,1009,1,2,1,1,1862881840000,1,1,2,1
109110,5,10,1013,2,1054,"1013-1054",5,11179.548828125,1.79769313486232e+308,2,1003,1009,1,1,1,1,1862798387000,1,1,2,1
109111,5,10,1013,2,1054,"1013-1054",5,11179.548828125,1.79769313486232e+308,2,1003,1009,1,1,1,1,1862817850000,2,2,2,1
109112,5,10,1013,2,1054,"1013-1054",5,11179.548828125,1.79769313486232e+308,2,1001,1009,1,1,1,1,1862798294000,2,2,1,1
109114,5,10,1013,2,1054,"1013-1054",5,11179.548828125,1.79769313486232e+308,2,1007,1009,1,1,1,1,1862804259000,2,2,2,1
109115,5,10,1013,2,1054,"1013-1054",5,11179.548828125,1.79769313486232e+308,2,1007,1009,1,1,1,1,1862800767000,1,2,2,1
109117,5,10,1013,2,1054,"1013-1054",5,11179.548828125,1.79769313486232e+308,2,1007,1009,1,1,1,1,1862875538000,2,2,2,1
109118,5,10,1013,2,1054,"1013-1054",5,11179.548828125,1.79769313486232e+308,2,1001,1009,1,1,1,1,1862813599000,1,1,2,1
109119,5,10,1013,2,1054,"1013-1054",5,11179.548828125,1.79769313486232e+308,2,1001,1009,1,1,1,1,1862883260000,1,2,2,1
109121,5,10,1022,1,30,"1022-30",5,5326.3408203125,1.79769313486232e+308,2,1003,1009,1,1,1,1,1863670735000,2,2,2,1
109122,5,10,1022,1,30,"1022-30",5,5326.3408203125,1.79769313486232e+308,2,1003,1009,1,1,1,1,1863661911000,1,2,2,1
109123,5,10,1022,1,30,"1022-30",5,5326.3408203125,1.79769313486232e+308,2,1003,1009,1,1,1,1,1863750898000,1,1,2,1
109124,5,10,1022,1,30,"1022-30",5,5326.3408203125,1.79769313486232e+308,2,1001,1009,1,1,1,1,1863683802000,2,2,2,1
109126,5,10,1022,1,30,"1022-30",5,5326.3408203125,1.79769313486232e+308,2,1001,1009,1,1,1,1,1863940706000,2,2,2,1
109127,5,10,1022,1,30,"1022-30",5,5326.3408203125,1.79769313486232e+308,2,1007,1009,1,1,1,1,1864273478000,2,1,2,1
109128,5,10,1022,1,30,"1022-30",5,5326.3408203125,1.79769313486232e+308,2,1001,1009,1,1,1,1,1863665990000,1,2,2,1
109129,5,10,1022,1,30,"1022-30",5,5326.3408203125,1.79769313486232e+308,2,1007,1009,1,1,1,1,1863668798000,2,1,2,1
109130,5,10,1022,1,30,"1022-30",5,5326.3408203125,1.79769313486232e+308,2,1007,1009,1,1,1,1,1863665699000,2,2,2,1
109131,5,10,1022,1,30,"1022-30",5,5326.3408203125,1.79769313486232e+308,2,1003,1009,1,1,1,1,1863673844000,2,2,2,1
109132,5,10,1022,1,386,"1022-386",5,2266.82861328125,1.79769313486232e+308,2,1003,1009,1,1,1,1,1863839683000,2,2,2,1
109133,5,10,1022,1,386,"1022-386",5,2266.82861328125,1.79769313486232e+308,2,1003,1009,1,1,1,1,1863834488000,2,2,2,1
109134,5,10,1022,1,386,"1022-386",5,2266.82861328125,1.79769313486232e+308,2,1003,1009,1,1,1,1,1863857563000,2,2,2,1
109135,5,10,1022,1,386,"1022-386",5,2266.82861328125,1.79769313486232e+308,2,1007,1009,1,1,1,1,1863842813000,2,2,2,1
109136,5,10,1022,1,386,"1022-386",5,2266.82861328125,1.79769313486232e+308,2,1007,1009,1,1,1,1,1863857134000,2,2,2,1
109137,5,10,1022,1,386,"1022-386",5,2266.82861328125,1.79769313486232e+308,2,1007,1009,1,1,1,1,1863853308000,2,2,2,1
109139,5,10,1022,1,386,"1022-386",5,2266.82861328125,1.79769313486232e+308,2,1007,1009,1,1,1,1,1863837243000,2,2,2,1
109141,5,10,1022,1,386,"1022-386",5,2266.82861328125,1.79769313486232e+308,2,1001,1009,1,1,1,1,1863834930000,2,2,2,1
109142,5,10,1022,1,386,"1022-386",5,2266.82861328125,1.79769313486232e+308,2,1001,1009,1,1,1,1,1863857239000,2,2,2,1
109145,5,10,1023,2,346,"1023-346",5,4273.55615234375,1.79769313486232e+308,2,1003,1009,1,1,1,1,1864359948000,2,2,2,1
109147,5,10,1023,2,346,"1023-346",5,4273.55615234375,1.79769313486232e+308,2,1007,1009,1,1,1,1,1864362444000,2,2,2,1
109148,5,10,1023,2,346,"1023-346",5,4273.55615234375,1.79769313486232e+308,2,1007,1009,1,1,1,1,1864362279000,2,2,2,1
109149,5,10,1023,2,346,"1023-346",5,4273.55615234375,1.79769313486232e+308,2,1001,1009,1,1,1,1,1864373105000,2,2,1,1
109150,5,10,1023,2,346,"1023-346",5,4273.55615234375,1.79769313486232e+308,2,1001,1009,1,1,1,1,1864362220000,2,2,1,1
109151,5,10,1023,2,346,"1023-346",5,4273.55615234375,1.79769313486232e+308,2,1001,1009,1,1,1,1,1864368798000,2,2,1,1
109152,5,10,1023,2,346,"1023-346",5,4273.55615234375,1.79769313486232e+308,2,1003,1009,1,1,1,1,1864368738000,2,2,1,1
109153,5,10,1023,2,346,"1023-346",5,4273.55615234375,1.79769313486232e+308,2,1003,1009,1,1,1,1,1864368313000,2,2,1,1
109154,5,10,1023,2,346,"1023-346",5,4273.55615234375,1.79769313486232e+308,2,1003,1009,1,1,1,1,1864363738000,2,2,1,1
109155,5,10,1023,2,346,"1023-346",5,4273.55615234375,1.79769313486232e+308,2,1007,1009,1,1,1,1,1864360177000,2,2,2,1
109156,5,10,1002,1,114,"1002-114",5,2659.21459960938,1.79769313486232e+308,2,1005,1008,1,1,1,1,1862622437000,1,2,2,1
109157,5,10,1002,1,114,"1002-114",5,2659.21459960938,1.79769313486232e+308,2,1004,1008,1,1,1,1,1862563597000,1,1,2,1
109166,5,10,1013,2,88,"1013-88",5,4208.3154296875,1.79769313486232e+308,2,1005,1008,1,1,1,1,1864530801000,2,2,2,1
109169,5,10,1013,2,410,"1013-410",5,2997.70849609375,1.79769313486232e+308,2,1001,1009,1,1,1,1,1862555944000,1,1,2,1
109170,5,10,1013,2,948,"1013-948",5,3858.70239257812,1.79769313486232e+308,2,1007,1009,1,1,1,1,1863002738000,2,1,2,1
109171,5,10,1013,2,948,"1013-948",5,3858.70239257812,1.79769313486232e+308,2,1007,1009,1,1,1,1,1863083206000,2,2,2,1
109173,5,10,1013,2,1054,"1013-1054",5,11179.548828125,1.79769313486232e+308,2,1007,1009,1,1,1,1,1862894115000,2,1,2,1
109176,5,10,1022,1,386,"1022-386",5,2266.82861328125,1.79769313486232e+308,2,1001,1009,1,1,1,1,1863846954000,2,1,2,1
110001,4,11,1104,1,2028,"1104-2028",4,5454.9150390625,9485.14453125,1,1101,1107,1,1,1,1,1864373081000,2,2,2,1
110002,4,11,1104,1,2028,"1104-2028",4,5454.9150390625,8140.71240234375,1,1101,1107,1,1,1,1,1864284830000,2,2,2,1
110003,4,11,1104,1,2028,"1104-2028",4,5454.9150390625,11811.76171875,1,1102,1107,1,1,1,1,1864297934000,2,2,2,1
110004,4,11,1104,1,2028,"1104-2028",4,5454.9150390625,8140.71240234375,1,1102,1107,1,1,1,1,1864271315000,2,2,2,1
110005,4,11,1104,1,2028,"1104-2028",4,5454.9150390625,8140.71240234375,1,1103,1107,1,1,1,1,1864286995000,2,2,2,1
110006,4,11,1104,1,2028,"1104-2028",4,5454.9150390625,10306.8642578125,1,1103,1107,1,1,1,1,1864271489000,2,2,2,1
110007,4,11,1104,1,2028,"1104-2028",4,5454.9150390625,11054.1396484375,1,1105,1107,1,1,1,1,1864292740000,2,2,2,1
110008,4,11,1104,1,2028,"1104-2028",4,5454.9150390625,9485.14453125,1,1105,1107,1,1,1,1,1864271464000,2,2,2,1
110009,4,11,1104,1,2028,"1104-2028",4,5454.9150390625,8140.71240234375,1,1104,1107,1,1,1,1,1864273409000,2,2,2,1
110010,4,11,1104,1,2028,"1104-2028",4,5454.9150390625,9485.14453125,1,1104,1107,1,1,1,1,1864295790000,2,2,2,1
110021,4,11,1112,2,78,"1112-78",4,8212.8515625,8283.2666015625,1,1101,1107,1,1,1,1,1863759125000,1,1,2,1
110022,4,11,1112,2,78,"1112-78",4,8212.8515625,7762.015625,1,1101,1107,1,1,1,1,1863837159000,1,2,2,1
110023,4,11,1112,2,78,"1112-78",4,8212.8515625,6233.09521484375,1,1104,1107,1,1,1,1,1863832585000,1,1,2,1
110024,4,11,1112,2,78,"1112-78",4,8212.8515625,8283.2666015625,1,1104,1107,1,1,1,1,1863759784000,2,1,2,1
110025,4,11,1112,2,78,"1112-78",4,8212.8515625,8283.2666015625,1,1102,1107,1,1,1,1,1863757251000,1,2,2,1
110026,4,11,1112,2,78,"1112-78",4,8212.8515625,7264.1484375,1,1102,1107,1,1,1,1,1863836869000,1,2,2,1
110027,4,11,1112,2,78,"1112-78",4,8212.8515625,7264.1484375,1,1103,1107,1,1,1,1,1863759867000,1,2,2,1
110028,4,11,1112,2,78,"1112-78",4,8212.8515625,6233.09521484375,1,1103,1107,1,1,1,1,1863837358000,1,1,2,1
110029,4,11,1112,2,78,"1112-78",4,8212.8515625,5349.61083984375,1,1105,1107,1,1,1,1,1863834526000,1,1,2,1
110030,4,11,1112,2,78,"1112-78",4,8212.8515625,6233.09521484375,1,1105,1107,1,1,1,1,1863758152000,1,1,2,1
110081,4,11,1104,2,434,"1104-434",4,5140.37255859375,6775.103515625,1,1103,1107,1,1,1,1,1862458237000,1,2,2,1
110082,4,11,1104,2,434,"1104-434",4,5140.37255859375,7362.04638671875,1,1104,1107,1,1,1,1,1862459914000,1,2,2,1
110083,4,11,1104,2,434,"1104-434",4,5140.37255859375,5814.79541015625,1,1105,1107,1,1,1,1,1862457876000,1,2,2,1
110084,4,11,1104,2,434,"1104-434",4,5140.37255859375,10439.2587890625,1,1105,1107,1,2,1,1,1862565368000,2,1,2,1
110085,4,11,1104,2,434,"1104-434",4,5140.37255859375,8436.9736328125,1,1101,1107,1,1,1,1,1862457646000,1,1,2,1
110086,4,11,1104,2,434,"1104-434",4,5140.37255859375,8436.9736328125,1,1102,1107,1,1,1,1,1862458090000,1,1,2,1
110087,4,11,1104,2,434,"1104-434",4,5140.37255859375,8436.9736328125,1,1102,1107,1,1,1,1,1862535710000,1,1,2,1
110088,4,11,1104,2,434,"1104-434",4,5140.37255859375,7895.814453125,1,1104,1107,1,1,1,1,1862539127000,1,1,2,1
110089,4,11,1104,2,434,"1104-434",4,5140.37255859375,7362.04638671875,1,1103,1107,1,1,1,1,1862545756000,1,1,2,1
110090,4,11,1104,2,434,"1104-434",4,5140.37255859375,7362.04638671875,1,1101,1107,1,1,1,1,1862559635000,1,1,2,1
110111,4,11,1113,2,954,"1113-954",4,4841.0009765625,11369.9736328125,1,1101,1107,1,1,1,1,1863486741000,1,2,2,1
110112,4,11,1113,2,954,"1113-954",4,4841.0009765625,10601.34765625,1,1101,1107,1,1,1,1,1863409287000,1,2,2,1
110113,4,11,1113,2,954,"1113-954",4,4841.0009765625,12965.1142578125,1,1104,1107,1,1,1,1,1863410321000,1,2,2,1
110114,4,11,1113,2,954,"1113-954",4,4841.0009765625,16696.375,1,1104,1107,1,1,1,1,1863486717000,1,2,2,1
110115,4,11,1113,2,954,"1113-954",4,4841.0009765625,13868.4189453125,1,1102,1107,1,1,1,1,1863410093000,1,2,2,1
110116,4,11,1113,2,954,"1113-954",4,4841.0009765625,16696.375,1,1102,1107,1,1,1,1,1863493118000,1,2,2,1
110117,4,11,1113,2,954,"1113-954",4,4841.0009765625,12149.2421875,1,1103,1107,1,1,1,1,1863409330000,1,1,2,1
110118,4,11,1113,2,954,"1113-954",4,4841.0009765625,9756.150390625,1,1103,1107,1,1,1,1,1863498226000,1,1,2,1
110119,4,11,1113,2,954,"1113-954",4,4841.0009765625,9756.150390625,1,1105,1107,1,1,1,1,1863409267000,1,2,2,1
110120,4,11,1113,2,954,"1113-954",4,4841.0009765625,10601.34765625,1,1105,1107,1,1,1,1,1863487440000,1,1,2,1
110121,4,11,1102,2,936,"1102-936",4,3255.98217773438,4737.48828125,1,1105,1107,1,1,1,1,1862708067000,1,2,2,1
110122,4,11,1102,2,936,"1102-936",4,3255.98217773438,4737.48828125,1,1104,1107,1,1,1,1,1862652786000,1,2,2,1
110123,4,11,1102,2,936,"1102-936",4,3255.98217773438,5062.18359375,1,1102,1107,1,1,1,1,1862634935000,1,1,2,1
110124,4,11,1102,2,936,"1102-936",4,3255.98217773438,4737.48828125,1,1105,1107,1,1,1,1,1862634993000,1,1,2,1
110125,4,11,1102,2,936,"1102-936",4,3255.98217773438,4737.48828125,1,1101,1107,1,1,1,1,1862709870000,1,2,2,1
110126,4,11,1102,2,936,"1102-936",4,3255.98217773438,5778.50732421875,1,1102,1107,1,1,1,1,1862707437000,1,1,2,1
110127,4,11,1102,2,936,"1102-936",4,3255.98217773438,4737.48828125,1,1104,1107,1,1,1,1,1862635994000,1,2,2,1
110128,4,11,1102,2,936,"1102-936",4,3255.98217773438,4737.48828125,1,1103,1107,1,1,1,1,1862708977000,1,2,2,1
110129,4,11,1102,2,936,"1102-936",4,3255.98217773438,4737.48828125,1,1101,1107,1,1,1,1,1862634995000,1,1,2,1
110130,4,11,1102,2,936,"1102-936",4,3255.98217773438,4737.48828125,1,1103,1107,1,1,1,1,1862634876000,1,1,2,1
110131,4,11,1101,2,154,"1101-154",4,2955.91015625,7087.0576171875,1,1101,1107,1,1,1,1,1864009559000,1,2,2,1
110132,4,11,1101,2,154,"1101-154",4,2955.91015625,9739.55078125,1,1101,1107,1,1,1,1,1863941839000,1,2,2,1
110133,4,11,1101,2,154,"1101-154",4,2955.91015625,6632.48388671875,1,1104,1107,1,1,1,1,1864008125000,1,2,2,1
110134,4,11,1101,2,154,"1101-154",4,2955.91015625,7087.0576171875,1,1104,1107,1,1,1,1,1863939241000,1,2,2,1
110135,4,11,1101,2,154,"1101-154",4,2955.91015625,7562.98291015625,1,1102,1107,1,1,1,1,1863939215000,1,2,2,1
110136,4,11,1101,2,154,"1101-154",4,2955.91015625,7562.98291015625,1,1102,1107,1,1,1,1,1864003313000,1,1,2,1
110137,4,11,1101,2,154,"1101-154",4,2955.91015625,6632.48388671875,1,1103,1107,1,1,1,1,1864018400000,1,2,2,1
110138,4,11,1101,2,154,"1101-154",4,2955.91015625,7562.98291015625,1,1103,1107,1,1,1,1,1863941200000,1,2,2,1
110139,4,11,1101,2,154,"1101-154",4,2955.91015625,7562.98291015625,1,1105,1107,1,1,1,1,1864003871000,1,1,2,1
110140,4,11,1101,2,154,"1101-154",4,2955.91015625,6632.48388671875,1,1105,1107,1,1,1,1,1863940245000,1,2,2,1
119001,4,11,1104,2,914,"1104-914",4,3489.90063476562,1.79769313486232e+308,2,1101,1107,1,1,1,1,1863242076000,1,2,2,1
119002,4,11,1104,2,914,"1104-914",4,3489.90063476562,1.79769313486232e+308,2,1101,1107,1,1,1,1,1863315858000,1,1,2,1
119003,4,11,1104,2,914,"1104-914",4,3489.90063476562,1.79769313486232e+308,2,1104,1107,1,1,1,1,1863571812000,1,1,2,1
119005,4,11,1104,2,914,"1104-914",4,3489.90063476562,1.79769313486232e+308,2,1104,1107,1,1,1,1,1863314516000,1,1,2,1
119006,4,11,1104,2,914,"1104-914",4,3489.90063476562,1.79769313486232e+308,2,1102,1107,1,1,1,1,1863314118000,1,2,2,1
119008,4,11,1104,2,914,"1104-914",4,3489.90063476562,1.79769313486232e+308,2,1102,1107,1,1,1,1,1863241314000,1,2,2,1
119009,4,11,1104,2,914,"1104-914",4,3489.90063476562,1.79769313486232e+308,2,1103,1107,1,1,1,1,1863321916000,1,2,2,1
119010,4,11,1104,2,914,"1104-914",4,3489.90063476562,1.79769313486232e+308,2,1103,1107,1,1,1,1,1863240961000,1,1,2,1
119011,4,11,1104,2,914,"1104-914",4,3489.90063476562,1.79769313486232e+308,2,1105,1107,1,1,1,1,1863240894000,1,1,2,1
119012,4,11,1104,2,914,"1104-914",4,3489.90063476562,1.79769313486232e+308,2,1105,1107,1,1,1,1,1863321357000,1,1,2,1
119013,4,11,1104,2,1610,"1104-1610",4,3884.06005859375,1.79769313486232e+308,2,1101,1107,1,1,1,1,1864099936000,1,2,2,1
119014,4,11,1104,2,1610,"1104-1610",4,3884.06005859375,1.79769313486232e+308,2,1101,1107,1,1,1,1,1864185811000,1,2,2,1
119015,4,11,1104,2,1610,"1104-1610",4,3884.06005859375,1.79769313486232e+308,2,1104,1107,1,1,1,1,1864206432000,1,1,2,1
119016,4,11,1104,2,1610,"1104-1610",4,3884.06005859375,1.79769313486232e+308,2,1104,1107,1,1,1,1,1864100143000,1,2,2,1
119017,4,11,1104,2,1610,"1104-1610",4,3884.06005859375,1.79769313486232e+308,2,1102,1107,1,1,1,1,1864100314000,1,1,2,1
119019,4,11,1104,2,1610,"1104-1610",4,3884.06005859375,1.79769313486232e+308,2,1102,1107,1,1,1,1,1864113251000,1,1,2,1
119020,4,11,1104,2,1610,"1104-1610",4,3884.06005859375,1.79769313486232e+308,2,1103,1107,1,1,1,1,1864185869000,1,2,2,1
119021,4,11,1104,2,1610,"1104-1610",4,3884.06005859375,1.79769313486232e+308,2,1103,1107,1,1,1,1,1864102657000,1,2,2,1
119022,4,11,1104,2,1610,"1104-1610",4,3884.06005859375,1.79769313486232e+308,2,1105,1107,1,1,1,1,1864118721000,1,2,2,1
119023,4,11,1104,2,1610,"1104-1610",4,3884.06005859375,1.79769313486232e+308,2,1105,1107,1,1,1,1,1864100893000,1,2,2,1
119025,4,11,1105,2,1092,"1105-1092",4,2601.31030273438,1.79769313486232e+308,2,1101,1107,1,1,1,1,1863061953000,1,2,2,1
119026,4,11,1105,2,1092,"1105-1092",4,2601.31030273438,1.79769313486232e+308,2,1101,1107,1,1,1,1,1863078931000,1,2,2,1
