Country Name,Country Code,Indicator Name,Indicator Code,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023
Dominica,DMA,"PPP conversion factor, private consumption (LCU per international $)",PA.NUS.PRVT.PP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.264643294,2.293367623,2.347747656,2.31621763,2.25770002,2.22502478,2.19791668,2.200034477,2.188051401,2.166456329,2.11364687,2.082355651,2.053330339,2.036932484,2.031315753,1.997703449,1.977894912,1.992885924,2.041265674,2.048677527,2.076076317,2.03531003,1.919761802,1.931758912,1.9240373,1.911467162,1.891788925,1.884586334,1.813928366,1.768499374,1.691851258,1.626320601,1.622974916,1.624710725
Denmark,DNK,"PPP conversion factor, private consumption (LCU per international $)",PA.NUS.PRVT.PP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.297722,9.249274,9.116519,8.989621,9.035572,9.012824,8.98261,8.927319,8.84553,8.963805,8.907986,9.147458,9.081754,9.186805,8.979645,9.066041,8.858905,8.657273,8.54557,8.455705,8.382942,8.360319,8.408242,8.261584,8.282344,8.290606,8.198279,7.985071,7.777277,7.622272,7.461061,7.255758,7.392324,7.434071
Dominican Republic,DOM,"PPP conversion factor, private consumption (LCU per international $)",PA.NUS.PRVT.PP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.987580955,5.626615337,5.693799451,5.820929347,6.141643059,6.72294998,6.884153217,7.285000906,7.52025248,7.835412606,8.164913046,8.645861036,8.955430194,11.16032019,16.46276961,16.58974496,17.28834179,17.84150293,19.01081891,19.35379539,20.24682086,20.76496506,20.61601698,21.88721687,22.49491649,22.77572575,23.03729146,23.98108101,24.21198082,23.38196945,22.9235096,23.1358223,23.30897064,23.45880398
Algeria,DZA,"PPP conversion factor, private consumption (LCU per international $)",PA.NUS.PRVT.PP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.056440923,9.729904447,12.43470742,14.55910213,18.31073824,23.11513126,26.65161102,27.53598134,28.45731989,28.58472001,27.74476765,28.1224692,28.07603591,28.62477928,28.98289517,28.4193709,28.16761298,28.39391292,28.67268382,30.42583091,31.10565771,31.51797104,32.62843055,33.84371681,34.39375738,35.47025211,36.68089077,37.92752838,38.56430435,38.23219299,38.14383316,39.36594772,39.82619505,41.81751186
East Asia & Pacific (excluding high income),EAP,"PPP conversion factor, private consumption (LCU per international $)",PA.NUS.PRVT.PP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Early-demographic dividend,EAR,"PPP conversion factor, private consumption (LCU per international $)",PA.NUS.PRVT.PP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
East Asia & Pacific,EAS,"PPP conversion factor, private consumption (LCU per international $)",PA.NUS.PRVT.PP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Europe & Central Asia (excluding high income),ECA,"PPP conversion factor, private consumption (LCU per international $)",PA.NUS.PRVT.PP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Europe & Central Asia,ECS,"PPP conversion factor, private consumption (LCU per international $)",PA.NUS.PRVT.PP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ecuador,ECU,"PPP conversion factor, private consumption (LCU per international $)",PA.NUS.PRVT.PP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.312990518,0.419071482,0.464027065,0.489704702,0.490019458,0.484216207,0.48455772,0.481841781,0.503006047,0.530848411,0.540846647,0.547755241,0.541413736,0.554700918,0.564736929,0.580766956,0.578571065,0.575247407,0.555664718,0.53632021,0.513286889,0.48530966,0.464924352,0.456437127
"Egypt, Arab Rep.",EGY,"PPP conversion factor, private consumption (LCU per international $)",PA.NUS.PRVT.PP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.513535019,0.58996587,0.650713092,0.70847131,0.746770105,0.840742034,0.87550422,0.895077458,0.915528451,0.923515374,0.917324007,0.912360175,0.922699346,0.942888113,1.021801401,1.036394718,1.080757552,1.148704244,1.308861944,1.468049454,1.607071321,1.714691758,1.727442622,1.918182791,2.158161094,2.34674496,2.65257898,3.42185998,3.667584658,3.976626396,4.073317528,4.114450455,4.338943573,5.579513251
Euro area,EMU,"PPP conversion factor, private consumption (LCU per international $)",PA.NUS.PRVT.PP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Eritrea,ERI,"PPP conversion factor, private consumption (LCU per international $)",PA.NUS.PRVT.PP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.439523009,6.236963681,6.145507916,6.279721546,7.60535535,6.692693453,5.361477852,4.584719672,4.668319698,4.985359324,5.196677685,,
Spain,ESP,"PPP conversion factor, private consumption (LCU per international $)",PA.NUS.PRVT.PP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.655163,0.674776,0.700394,0.719609,0.73915,0.758859,0.770281,0.767291,0.767481,0.773923,0.768674,0.764133,0.754664,0.771612,0.788574,0.794163,0.790701,0.808109,0.802165,0.80135,0.800711,0.791645,0.78582,0.758457,0.744228,0.738178,0.71839,0.710629,0.711181,0.682967,0.686508,0.654523,0.631188,0.626199
Estonia,EST,"PPP conversion factor, private consumption (LCU per international $)",PA.NUS.PRVT.PP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.111377111,0.205345957,0.295498,0.360866,0.439271,0.473919,0.5008,0.511425,0.509258,0.533536,0.526968,0.529848,0.538585,0.554105,0.584764,0.614484,0.625117,0.599267,0.586635,0.58783,0.59806,0.59817,0.598979,0.603207,0.593663,0.606524,0.612425,0.604226,0.603252,0.630827,0.669156,0.694108
Ethiopia,ETH,"PPP conversion factor, private consumption (LCU per international $)",PA.NUS.PRVT.PP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.433041209,1.865938922,2.00174534,2.013244428,2.111082472,2.259276625,2.008714455,2.009843468,1.996831188,2.109257386,2.053873941,1.83287871,1.816442916,2.018991125,2.031775013,2.161024313,2.350977759,2.679848449,3.725514181,4.05599448,4.315748036,5.574746609,6.692497105,7.16554266,7.244047771,7.701761322,7.797362609,8.210716248,8.962801933,9.860610962,11.29184914,13.4367609,16.65740429,20.83349928
European Union,EUU,"PPP conversion factor, private consumption (LCU per international $)",PA.NUS.PRVT.PP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Fragile and conflict affected situations,FCS,"PPP conversion factor, private consumption (LCU per international $)",PA.NUS.PRVT.PP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Finland,FIN,"PPP conversion factor, private consumption (LCU per international $)",PA.NUS.PRVT.PP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.096026,1.109998,1.118218,1.130161,1.114565,1.095407,1.087059,1.082558,1.084222,1.080232,1.071599,1.09483,1.090637,1.095506,1.063508,1.06801,1.044391,1.010939,0.992253,0.985266,0.978748,0.9739,0.99038,0.982728,0.978455,0.97934,0.950046,0.938435,0.9277,0.898888,0.886933,0.871878,0.84955,0.855389
Fiji,FJI,"PPP conversion factor, private consumption (LCU per international $)",PA.NUS.PRVT.PP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.814205661,0.831877696,0.846848945,0.865397331,0.850293827,0.84500233,0.8459789,0.85449716,0.889495859,0.887586495,0.867970283,0.880180387,0.873040939,0.889283163,0.890584459,0.881738437,0.875459272,0.892066043,0.92551175,0.957895614,0.9772059,1.016246796,0.969806317,0.99265042,0.983352001,0.980414958,0.9852568,0.998297513,1.011114597,1.014735341,0.970473409,0.944870651,0.914402799,0.897117379
France,FRA,"PPP conversion factor, private consumption (LCU per international $)",PA.NUS.PRVT.PP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.051733,1.044892,1.043687,1.033732,1.022043,1.010667,1.002736,0.987811,0.980929,0.966089,0.935408,0.911349,0.905547,0.939368,0.943172,0.92913,0.927627,0.926081,0.925198,0.908774,0.897316,0.882667,0.886484,0.861092,0.859472,0.871939,0.847147,0.847836,0.840714,0.807398,0.792683,0.792193,0.757801,0.771728
Faroe Islands,FRO,"PPP conversion factor, private consumption (LCU per international $)",PA.NUS.PRVT.PP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.962463856,,,,6.532186031,,
"Micronesia, Fed. Sts.",FSM,"PPP conversion factor, private consumption (LCU per international $)",PA.NUS.PRVT.PP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.909395057,0.898677459,0.878369076,0.863691775,0.84558989,0.842291278,0.849337636,0.860950775,0.864748322,0.902928035,0.964085435,0.979960646,0.998254747,1.027098074,1.030008296,1.020157062,1.015910667,0.992845348,0.977798053,0.968785977,0.969848294,0.963343367,0.949481108,0.926676077,
Gabon,GAB,"PPP conversion factor, private consumption (LCU per international $)",PA.NUS.PRVT.PP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,397.2601935,336.5818016,295.5115792,288.5712293,382.8107566,408.284618,399.3934912,405.7773753,405.3636532,389.0018973,378.1949424,375.6624514,369.9330008,369.8073321,361.6350783,362.7388998,346.4501642,353.7853741,358.6411107,366.7078493,366.0638399,359.3444519,348.1142214,342.6979231,344.9945371,333.8008792,323.9793909,320.7890015,324.5010986,322.7002563,313.8103333,300.2349854,289.7505182,288.3943227
United Kingdom,GBR,"PPP conversion factor, private consumption (LCU per international $)",PA.NUS.PRVT.PP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.747622,0.784904,0.793167,0.791929,0.788715,0.796984,0.789006,0.78981,0.808717,0.808232,0.777559,0.756051,0.763978,0.759929,0.742625,0.762904,0.749574,0.758761,0.763449,0.783085,0.777825,0.777677,0.787207,0.792885,0.798517,0.805799,0.788601,0.786784,0.7811,0.755514,0.751277,0.735537,0.700129,0.710629
Georgia,GEO,"PPP conversion factor, private consumption (LCU per international $)",PA.NUS.PRVT.PP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.127298058,0.325307591,0.440430605,0.460872864,0.470015363,0.548228499,0.551872356,0.561639692,0.583764514,0.575588505,0.592288699,0.620096964,0.655749711,0.696504118,0.737825115,0.753249301,0.793788203,0.835233986,0.766399031,0.784281324,0.80982839,0.85262198,0.869774802,0.937670887,0.938329577,0.95793581,1.004621148,1.073477149,1.112194534,1.094797693
Ghana,GHA,"PPP conversion factor, private consumption (LCU per international $)",PA.NUS.PRVT.PP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.023197648,0.026268074,0.028059743,0.034058132,0.04144775,0.064289633,0.091540308,0.114392375,0.129117049,0.132499972,0.179749319,0.247371222,0.266303812,0.337919303,0.388488445,0.43375107,0.469271227,0.505231453,0.566807261,0.678312075,0.738998065,0.778912187,0.820378915,0.940032856,1.114564668,1.317798869,1.507805631,1.709226847,1.861606717,2.016760826,2.249964952,2.454195261,2.982585602,3.956303628
Gibraltar,GIB,"PPP conversion factor, private consumption (LCU per international $)",PA.NUS.PRVT.PP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Guinea,GIN,"PPP conversion factor, private consumption (LCU per international $)",PA.NUS.PRVT.PP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,823.4016427,1046.233865,1365.187355,1568.571666,1859.003333,1953.0302,2210.709894,2599.890869,2682.032627,2824.814704,2852.781125,2866.402371,2823.09569,2814.493164,2903.001465,3010.943115,3085.931396,3221.26123,3295.534466,3412.288784
"Gambia, The",GMB,"PPP conversion factor, private consumption (LCU per international $)",PA.NUS.PRVT.PP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.028188723,6.283079339,6.676895215,6.904674349,6.844297467,7.122286106,6.995541239,7.025860353,6.995551196,7.106750012,6.932692747,7.045045587,7.532100848,8.619365745,9.587224224,9.72129482,9.61116284,9.846315977,9.903641548,10.39234644,10.74097018,10.91163158,11.02421969,11.92032123,12.70046603,13.44369604,14.088147,14.90346241,14.90471458,15.27043629,15.24173641,15.42415047,15.92546806,17.89218793
Guinea-Bissau,GNB,"PPP conversion factor, private consumption (LCU per international $)",PA.NUS.PRVT.PP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19.39305999,29.32082187,48.26156031,69.42997714,77.93480711,110.1986384,161.3765985,235.1176766,250.0775303,239.6172592,251.8081722,253.0863649,257.3567634,242.8301477,238.5875203,238.4408788,235.5045269,239.5453573,254.8192117,251.505352,253.6774624,258.3234253,245.1466638,244.455559,235.5163589,233.2893446,230.3090891,227.3340454,226.59375,221.5131836,221.2231598,217.9846802,220.792248,
Equatorial Guinea,GNQ,"PPP conversion factor, private consumption (LCU per international $)",PA.NUS.PRVT.PP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,160.2237624,148.4488814,137.9197933,141.269774,181.5185172,211.6529139,214.9625064,216.3883728,229.9902377,225.9035817,229.0184965,242.3801914,256.7113323,269.3961512,273.4431087,279.364299,282.5847215,282.4502763,289.8289365,304.5076679,322.9300804,328.0908203,315.0730776,318.837009,319.6776602,314.3241655,311.5379027,302.1846619,298.1919556,297.8071289,302.1670837,287.6906738,279.1238865,
Greece,GRC,"PPP conversion factor, private consumption (LCU per international $)",PA.NUS.PRVT.PP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.376236,0.435755,0.490947,0.546696,0.59434,0.63467,0.668283,0.694823,0.721477,0.739678,0.738747,0.723521,0.711752,0.733174,0.744149,0.758156,0.756679,0.779576,0.767948,0.770998,0.783783,0.772831,0.762095,0.719861,0.685952,0.686414,0.660583,0.651913,0.640762,0.618484,0.62025,0.604569,0.589066,0.589597
Grenada,GRD,"PPP conversion factor, private consumption (LCU per international $)",PA.NUS.PRVT.PP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.076725626,2.045040078,2.059917411,2.057055026,2.080374967,2.061421991,2.043420509,2.021592872,2.018117407,1.986309581,1.963347792,1.969358956,1.959301124,1.957094745,1.950150571,1.951717216,1.971116211,1.990398665,2.070793008,2.071767499,2.108385538,2.105864048,1.982328429,1.974186416,1.914301441,1.881382876,1.857714208,1.839261889,1.827594519,1.860212564,1.853659153,1.850866556,1.757944144,1.733964623
Greenland,GRL,"PPP conversion factor, private consumption (LCU per international $)",PA.NUS.PRVT.PP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.796704769,,,,5.485984325,,
Guatemala,GTM,"PPP conversion factor, private consumption (LCU per international $)",PA.NUS.PRVT.PP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.152046863,1.471809005,1.572051136,1.707464223,1.84471508,1.945307643,2.098876334,2.240292458,2.351944575,2.421580956,2.482502273,2.590171571,2.757092299,2.846956705,2.98285862,3.147761198,3.249455558,3.374847638,3.61914468,3.699582017,3.780368043,3.892407656,3.747621582,3.814229439,3.783620092,3.716406729,3.697246098,3.715467797,3.677366078,3.590729126,3.526530231,3.44300127,3.407371225,
Guam,GUM,"PPP conversion factor, private consumption (LCU per international $)",PA.NUS.PRVT.PP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.084815247,1.096832178,1.080997376,1.072251052,1.061341753,1.111005993,1.115029782,1.116743174,1.116609246,1.121753823,1.112133983,,
Guyana,GUY,"PPP conversion factor, private consumption (LCU per international $)",PA.NUS.PRVT.PP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,66.35309742,72.42338008,75.35286398,76.24968268,78.52787676,82.63930983,84.85499165,84.69097108,87.82145272,91.0080651,92.77299326,95.94292623,99.15064261,108.1616758,112.6020529,116.3400471,118.7361361,120.8320313,118.7635104,120.3638,120.3853737,117.6672828,116.6966296,115.9282761,113.1563187,109.3260956,103.3836212,99.45970917,97.72128663,96.50560775
High income,HIC,"PPP conversion factor, private consumption (LCU per international $)",PA.NUS.PRVT.PP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Hong Kong SAR, China",HKG,"PPP conversion factor, private consumption (LCU per international $)",PA.NUS.PRVT.PP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.262203742,5.61174698,5.972524405,6.311967173,6.689084319,7.09717251,7.327769352,7.574011072,7.675468641,7.209969697,6.717408694,6.424456944,6.135495577,5.838896399,5.671028616,5.530268608,5.46460286,5.421161042,5.445388086,5.496483462,5.531788102,5.646996498,5.744557929,6.095899283,6.313627953,6.326836712,6.455575803,6.435765743,6.507681847,6.496423244,6.552287579,6.38834095,6.026259601,5.909357324
Honduras,HND,"PPP conversion factor, private consumption (LCU per international $)",PA.NUS.PRVT.PP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.492519802,1.918322257,2.02503058,2.17839521,2.584360569,3.2545271,3.91556277,4.59899108,5.147679779,5.625014958,6.042424523,6.444835979,6.832117177,7.193134239,7.573996307,7.97076632,8.152365161,8.476037133,9.093487733,9.627527299,9.917266795,10.2638855,10.00023342,10.32058121,10.59006416,10.61510943,10.49203759,10.67614555,11.14901733,11.43241596,11.58570671,11.78213501,11.90069941,12.19181655
Heavily indebted poor countries (HIPC),HPC,"PPP conversion factor, private consumption (LCU per international $)",PA.NUS.PRVT.PP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Croatia,HRV,"PPP conversion factor, private consumption (LCU per international $)",PA.NUS.PRVT.PP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.001056157,0.00225166,0.015844627,0.246245699,0.497561635,0.503101723,0.51091509,0.525105705,0.549717618,0.559758957,0.568587129,0.58381962,0.581933534,0.587019578,0.594101934,0.615206102,0.606934635,0.604640006,0.59461766,0.590313795,0.581129535,0.569489437,0.561978712,0.548581919,0.536371806,0.533237641,0.516331638,0.514439645,0.513158002,0.499390003,0.496315733,0.480586432,0.489186633,0.513913007
Haiti,HTI,"PPP conversion factor, private consumption (LCU per international $)",PA.NUS.PRVT.PP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.987460673,2.200725343,2.549531916,3.212085398,4.361721272,5.414027173,6.342516554,7.47180731,7.74527126,7.807147237,8.256979216,9.099374315,9.587264799,12.06488497,14.2216055,15.67691363,16.90998651,17.51905167,19.44958457,19.59586614,20.2103668,20.83259583,20.93571447,22.09624599,22.6967835,24.43101056,27.21139655,31.10230827,34.30049896,39.75081635,47.32501602,53.03123474,65.78841806,86.44891806
Hungary,HUN,"PPP conversion factor, private consumption (LCU per international $)",PA.NUS.PRVT.PP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24.60383442,31.822609,37.718265,44.004032,51.330664,64.783442,78.033929,90.399663,101.319265,108.642534,114.528684,120.919243,124.767868,128.833219,134.955381,137.565596,139.755826,147.019906,146.112756,144.279674,143.005763,139.569898,143.445415,141.230177,143.846513,148.043851,146.435392,152.876785,155.203931,156.021098,163.327222,169.344552,177.566437,194.112684
IBRD only,IBD,"PPP conversion factor, private consumption (LCU per international $)",PA.NUS.PRVT.PP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IDA & IBRD total,IBT,"PPP conversion factor, private consumption (LCU per international $)",PA.NUS.PRVT.PP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IDA total,IDA,"PPP conversion factor, private consumption (LCU per international $)",PA.NUS.PRVT.PP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IDA blend,IDB,"PPP conversion factor, private consumption (LCU per international $)",PA.NUS.PRVT.PP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Indonesia,IDN,"PPP conversion factor, private consumption (LCU per international $)",PA.NUS.PRVT.PP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,804.7257707,844.7485628,881.6012537,939.1483493,993.3748664,1057.292498,1109.083885,1151.224948,1796.245216,2117.740539,2124.127179,2303.308796,2537.165012,2648.486148,2735.846839,2922.671493,3202.484554,3313.140685,3516.945408,3684.312684,3810.97123,3892.217529,3847.298759,4194.261067,4461.351353,4790.191128,4967.472191,5202.291992,5315.350586,5391.803223,5386.429688,5353.55957,5165.528795,5143.391108
IDA only,IDX,"PPP conversion factor, private consumption (LCU per international $)",PA.NUS.PRVT.PP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Isle of Man,IMN,"PPP conversion factor, private consumption (LCU per international $)",PA.NUS.PRVT.PP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
India,IND,"PPP conversion factor, private consumption (LCU per international $)",PA.NUS.PRVT.PP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.54399137,6.056467409,6.571358118,6.786797761,7.292165466,7.818441001,8.277678695,8.66807964,9.664912877,9.89964013,9.960217526,10.05254132,10.32082279,10.47580797,10.58701848,10.6744235,10.94024283,11.31468074,11.80612469,13.13761916,14.47533772,15.28289318,15.53322481,17.13381174,18.09769687,18.84983617,19.43443366,20.15010452,19.82114983,19.52812767,19.77474785,19.46895027,19.23392906,19.51709171
Not classified,INX,"PPP conversion factor, private consumption (LCU per international $)",PA.NUS.PRVT.PP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ireland,IRL,"PPP conversion factor, private consumption (LCU per international $)",PA.NUS.PRVT.PP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.878596,0.872951,0.875448,0.872636,0.87785,0.883479,0.891027,0.925273,0.935713,0.972795,1.005523,1.031775,1.073151,1.078762,1.066938,1.067913,1.063151,1.065866,1.072354,1.017925,0.965718,0.959425,0.96529,0.966301,0.989511,0.999033,0.974604,0.986703,0.989876,0.970508,0.994448,0.958456,0.932113,0.943214
"Iran, Islamic Rep.",IRN,"PPP conversion factor, private consumption (LCU per international $)",PA.NUS.PRVT.PP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,215.8303591,242.528034,296.1491719,348.6496457,446.6436272,650.1884099,814.4621189,933.9325435,1083.964038,1273.655367,1410.411697,1526.289446,1717.85162,1956.336918,2186.581792,2398.918668,2556.713764,2916.865901,3522.812085,4014.481234,4348.204375,5323.441895,6073.196289,8768.789063,10288.65918,11614.93262,12682.98633,13944.9043,16408.37305,23979.87305,32272.21484,48021.04297,63798.95443,88593.21242
Iraq,IRQ,"PPP conversion factor, private consumption (LCU per international $)",PA.NUS.PRVT.PP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.640240111,1.141022607,3.410181918,18.22952364,86.41027532,70.41912151,84.68045758,95.7011733,105.4313723,107.0653175,121.1717586,142.3208829,185.9426949,229.9208652,304.5652941,452.1037196,395.3112752,428.9029459,460.019668,465.6214768,477.5585327,487.5415254,503.8730636,550.0777146,568.7017058,572.8483207,565.7702026,541.6223755,538.6707153,535.7070923,575.5927734,559.5616839,560.8623673
Iceland,ISL,"PPP conversion factor, private consumption (LCU per international $)",PA.NUS.PRVT.PP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,76.400582,78.668835,79.350204,80.266367,79.903569,79.908698,81.904192,80.757963,83.878866,83.913971,91.138501,96.314903,99.875649,100.654696,101.305107,101.343026,104.480369,107.470666,119.166253,135.641413,141.322063,141.370891,145.153549,148.167571,150.098692,154.996456,159.858118,157.505898,158.977202,158.117814,154.862468,155.842621,154.612202,161.561828
Israel,ISR,"PPP conversion factor, private consumption (LCU per international $)",PA.NUS.PRVT.PP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.436865,2.766701,2.999927,3.238626,3.53407,3.632561,3.817655,3.990357,4.175938,4.34346,4.026745,3.978883,4.073917,4.102764,4.022513,4.070749,4.187637,4.135969,4.324834,4.329142,4.359497,4.270233,4.283958,4.426943,4.575621,4.553442,4.294673,4.252362,4.182192,4.242423,4.211299,4.048036,3.704053,3.751739
Italy,ITA,"PPP conversion factor, private consumption (LCU per international $)",PA.NUS.PRVT.PP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.711642,0.736107,0.754014,0.775132,0.797953,0.828982,0.84784,0.843759,0.846392,0.845006,0.849377,0.863189,0.877782,0.879644,0.890276,0.891314,0.880481,0.875982,0.847036,0.835867,0.818593,0.819504,0.829154,0.819559,0.82535,0.828574,0.786256,0.777649,0.762285,0.723354,0.713812,0.69992,0.672825,0.672612
Jamaica,JAM,"PPP conversion factor, private consumption (LCU per international $)",PA.NUS.PRVT.PP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.749060571,5.433634497,9.350440844,11.08683313,14.59373015,17.02163104,20.90374329,22.39891609,23.96043445,24.84351327,25.99566113,27.00077433,28.46005813,30.63536005,33.88076245,37.7016661,39.65023546,42.11444154,49.48929338,54.4299518,60.30484354,62.8764801,61.57722922,66.15898382,69.89838165,70.27548795,69.45863488,71.32453918,75.72756195,79.71496582,85.25956726,90.67343903,92.64366219,94.74165309
Jordan,JOR,"PPP conversion factor, private consumption (LCU per international $)",PA.NUS.PRVT.PP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.256041465,0.265671811,0.268165374,0.269116141,0.27150091,0.270306435,0.279681606,0.281595187,0.285863768,0.281438877,0.274061088,0.271251965,0.271911397,0.270209539,0.272011243,0.272276798,0.280257832,0.285411156,0.313260233,0.31205452,0.321895947,0.325033873,0.331394921,0.352220234,0.367834276,0.370805827,0.364272763,0.337061763,0.344727337,0.341875285,0.340044409,0.344110966,0.332087645,0.325608108
Japan,JPN,"PPP conversion factor, private consumption (LCU per international $)",PA.NUS.PRVT.PP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,208.851536,208.490451,206.752328,203.953775,201.440835,196.629605,192.782582,191.81177,190.474317,186.62541,176.789997,171.005506,163.074581,155.423971,150.773476,142.936319,137.4116,133.519597,129.06067,125.047139,121.031756,116.103236,112.664472,106.590397,109.18166,108.962803,114.928968,115.983404,114.318756,116.05812,112.988905,109.444421,103.06419,101.777283
