"speccode","species","fbname"
16289,"Gobius geniporus","Slender goby"
72,"Gobius niger","Black goby"
56307,"Gobius xanthocephalus", 
46878,"Gobulus hancocki","Sandtop goby"
7744,"Gomphosus caeruleus","Green birdmouth wrasse"
5626,"Gomphosus varius","Bird wrasse"
55050,"Gorgasia galzini","Speckled garden-eel"
6477,"Gracila albomarginata","Masked grouper"
50455,"Gramma brasiliensis","Brazilian basslet"
5281,"Gramma loreto","Royal gramma"
12131,"Gramma melacara","Blackcap basslet"
103,"Grammatorcynus bicarinatus","Shark mackerel"
104,"Grammatorcynus bilineatus","Double-lined mackerel"
4925,"Grammistes sexlineatus","Goldenstriped soapfish"
7315,"Grammistops ocellatus","Ocellate soapfish"
3125,"Grammonus diagrammus","Purple brotula"
28128,"Grammoplites suppositus","Spotfin flathead"
12677,"Gunnellichthys curiosus","Curious wormfish"
12678,"Gunnellichthys monostigma","Onespot wormfish"
7587,"Gunnellichthys pleurotaenia","Onestripe wormfish"
5787,"Gymnapogon urospilotus","B-spot cardinalfish"
46892,"Gymneleotris seminuda","Splitbanded goby"
929,"Gymnocaesio gymnoptera","Slender fusilier"
4092,"Gymnocanthus tricuspis","Arctic staghorn sculpin"
4474,"Gymnocephalus cernua","Ruffe"
3784,"Gymnoclinus cristulatus","Trident prickleback"
1835,"Gymnocranius audleyi","Collared large-eye bream"
1837,"Gymnocranius euanus","Japanese large-eye bream"
1834,"Gymnocranius grandoculis","Blue-lined large-eye bream"
1833,"Gymnocranius griseus","Grey large-eye bream"
1839,"Gymnocranius microdon","Blue-spotted large-eye bream"
67933,"Gymnocranius superciliosus","Eyebrowed large-eye bream."
8102,"Gymnocrotaphus curvidens","Janbruin"
7880,"Gymnomuraena zebra","Zebra moray"
106,"Gymnosarda unicolor","Dogtooth tuna"
6988,"Gymnoscopelus bolini","Grand lanternfish"
6992,"Gymnoscopelus fraseri","Fraser’s lanternfish"
12821,"Gymnothorax annasona", 
7459,"Gymnothorax berndti","Y-patterned moray"
7881,"Gymnothorax breedeni","Blackcheek moray"
6493,"Gymnothorax buroensis","Vagrant moray"
13782,"Gymnothorax castaneus","Panamic green moray"
10715,"Gymnothorax cribroris","Sieve-patterned moray"
13783,"Gymnothorax dovii","Finespotted moray"
23130,"Gymnothorax elegans","Elegant moray"
6494,"Gymnothorax enigmaticus","Enigmatic moray"
6662,"Gymnothorax eurostus","Abbott's moray eel"
5391,"Gymnothorax favagineus","Laced moray"
6495,"Gymnothorax fimbriatus","Fimbriated moray"
5392,"Gymnothorax flavimarginatus","Yellow-edged moray"
7546,"Gymnothorax funebris","Green moray"
6496,"Gymnothorax fuscomaculatus","Brown spotted moray"
6497,"Gymnothorax gracilicauda","Slendertail moray"
8058,"Gymnothorax griseus","Geometric moray"
6380,"Gymnothorax javanicus","Giant moray"
9033,"Gymnothorax maderensis","Sharktooth moray"
5393,"Gymnothorax margaritophorus","Blotch-necked moray"
7284,"Gymnothorax melatremus","Dwarf moray"
5394,"Gymnothorax meleagris","Turkey moray"
1103,"Gymnothorax miliaris","Goldentail moray"
7285,"Gymnothorax monochrous","Drab moray"
7547,"Gymnothorax moringa","Spotted moray"
10145,"Gymnothorax neglectus", 
2615,"Gymnothorax nigromarginatus","Blackedge moray"
12822,"Gymnothorax nubilus","Grey moray"
24383,"Gymnothorax obesus","Griffin's moray"
1099,"Gymnothorax ocellatus","Ocellated moray"
13786,"Gymnothorax panamensis","Masked moray"
6395,"Gymnothorax pictus","Paintspotted moray"
7447,"Gymnothorax pindae","Pinda moray"
10146,"Gymnothorax prasinus","Yellow moray"
24355,"Gymnothorax prionodon","Australian mottled moray"
5395,"Gymnothorax pseudothyrsoideus","Highfin moray"
6579,"Gymnothorax richardsonii","Richardson's moray"
51788,"Gymnothorax robinsi","Robins' moray"
5396,"Gymnothorax rueppelliae","Banded moray"
2616,"Gymnothorax saxicola","Honeycomb moray"
8252,"Gymnothorax thyrsoideus","Greyface moray"
4905,"Gymnothorax undulatus","Undulated moray"
1730,"Gymnothorax unicolor","Brown moray"
7548,"Gymnothorax vicinus","Purplemouth moray"
5397,"Gymnothorax zonipectis","Barredfin moray"
1126,"Haemulon album","White margate"
1128,"Haemulon aurolineatum","Tomtate grunt"
1129,"Haemulon bonariense","Black grunt"
1130,"Haemulon boschmae","Bronzestripe grunt"
1131,"Haemulon carbonarium","Caesar grunt"
1134,"Haemulon chrysargyreum","Smallmouth grunt"
13707,"Haemulon flaviguttatum","Yellowspotted grunt"
1135,"Haemulon flavolineatum","French grunt"
1136,"Haemulon macrostomum","Spanish grunt"
8317,"Haemulon maculicauda","Spottail grunt"
1138,"Haemulon melanurum","Cottonwick grunt"
1139,"Haemulon parra","Sailor's grunt"
1140,"Haemulon plumierii","White grunt"
1141,"Haemulon sciurus","Bluestriped grunt"
13717,"Haemulon scudderii","Grey grunt"
13718,"Haemulon sexfasciatum","Greybar grunt"
1142,"Haemulon steindachneri","Chere-chere grunt"
1143,"Haemulon striatum","Striped grunt"
3572,"Haemulon vittatum","Boga"
13734,"Haemulopsis axillaris","Yellowstripe grunt"
1146,"Haemulopsis corvinaeformis","Roughneck grunt"
13720,"Haemulopsis leuciscus","Raucous grunt"
13721,"Haemulopsis nitidus","Shining grunt"
2012,"Halargyreus johnsonii","Slender codling"
12836,"Haletta semifasciata","Blue weed whiting"
7727,"Halicampus grayi","Gray's pipefish"
5976,"Halicampus nitidus","Glittering pipefish"
13837,"Halichoeres adustus","Black wrasse"
4857,"Halichoeres argus","Argus wrasse"
3659,"Halichoeres bathyphilus","Greenband wrasse"
5627,"Halichoeres biocellatus","Red-lined wrasse"
3660,"Halichoeres bivittatus","Slippery dick"
61031,"Halichoeres brasiliensis","Brazilian wrasse"
59633,"Halichoeres brownfieldi","Brownfields wrasse"
3661,"Halichoeres caudalis","Painted wrasse"
13839,"Halichoeres chierchiae","Wounded wrasse"
4859,"Halichoeres chloropterus","Pastel-green wrasse"
25690,"Halichoeres chrysotaenia","Indian Ocean pinstriped wrasse"
4855,"Halichoeres chrysus","Canary wrasse"
65073,"Halichoeres claudia","Claudia's wrasse"
25372,"Halichoeres cosmetus","Adorned wrasse"
3662,"Halichoeres cyanocephalus","Yellowcheek wrasse"
62268,"Halichoeres dimidiatus", 
46582,"Halichoeres discolor","Cocos wrasse"
8208,"Halichoeres dispilus","Chameleon wrasse"
65779,"Halichoeres erdmanni","Erdmann's wrasse"
3663,"Halichoeres garnoti","Yellowhead wrasse"
5628,"Halichoeres hartzfeldii","Hartzfeld's wrasse"
12663,"Halichoeres hortulanus","Checkerboard wrasse"
12790,"Halichoeres iridis", 
7806,"Halichoeres leucoxanthus","Canarytop wrasse"
56811,"Halichoeres leucurus","Greyhead wrasse"
3664,"Halichoeres maculipinna","Clown wrasse"
13844,"Halichoeres malpelo","Malpelo wrasse"
5630,"Halichoeres margaritaceus","Pink-belly wrasse"
5631,"Halichoeres marginatus","Dusky wrasse"
6929,"Halichoeres melanochir","Orangefin wrasse"
13845,"Halichoeres melanotis","Golden wrasse"
4858,"Halichoeres melanurus","Tail-spot wrasse"
4856,"Halichoeres melasmapomus","Cheekspot wrasse"
6614,"Halichoeres miniatus","Circle-cheek wrasse"
6663,"Halichoeres nebulosus","Nebulous wrasse"
13846,"Halichoeres nicholsi","Spinster wrasse"
58179,"Halichoeres nigrescens","Bubblefin wrasse"
8330,"Halichoeres notospilus","Banded wrasse"
54320,"Halichoeres orientalis", 
6664,"Halichoeres ornatissimus","Ornamented wrasse"
3665,"Halichoeres pictus","Rainbow wrasse"
4861,"Halichoeres podostigma","Axil spot wrasse"
3666,"Halichoeres poeyi","Blackear wrasse"
4862,"Halichoeres prosopeion","Twotone wrasse"
1068,"Halichoeres radiatus","Puddingwife wrasse"
5632,"Halichoeres richmondi","Richmond's wrasse"
60811,"Halichoeres salmofasciatus","Red-striped wrasse"
5633,"Halichoeres scapularis","Zigzag wrasse"
3667,"Halichoeres semicinctus","Rock wrasse"
11622,"Halichoeres solorensis","Green wrasse"
6930,"Halichoeres tenuispinis", 
4860,"Halichoeres timorensis","Timor wrasse"
5634,"Halichoeres trimaculatus","Threespot wrasse"
25689,"Halichoeres trispilus","Triplespot wrasse"
13050,"Halichoeres zeylonicus","Goldstripe wrasse"
3091,"Halieutichthys aculeatus","Pancake batfish"
65849,"Halieutichthys bispinosus","Spiny batfish"
4428,"Haliophis guttatus","African eel blenny"
5429,"Halobatrachus didactylus","Lusitanian toadfish"
10748,"Halophryne diemensis","Banded frogfish"
825,"Haploblepharus edwardsii","Puffadder shyshark"
826,"Haploblepharus fuscus","Brown shyshark"
46290,"Haplocylix littoreus","Giant clingfish"
1478,"Harengula clupeola","False herring"
1479,"Harengula humeralis","Redear herring"
1480,"Harengula jaguana","Scaled herring"
1481,"Harengula thrissina","Pacific flatiron herring"
7089,"Harpagifer antarcticus","Antarctic spiny plunderfish"
61867,"Helcogramma albimacula","Whitespot triplefin"
8502,"Helcogramma capidata","Hooded triplefin"
8503,"Helcogramma chica","Little hooded triplefin"
8506,"Helcogramma decurrens","Black-throated triplefin"
8508,"Helcogramma fuscopinna","Blackfin triplefin"
25691,"Helcogramma maldivensis", 
8511,"Helcogramma springeri","Springer's triplefin"
8514,"Helcogramma striata","Tropical striped triplefin"
55252,"Helcogrammoides cunninghami","Cunningham's triplefin"
14309,"Helicolenus percoides","Red gurnard perch"
14940,"Helotes sexlineatus","Eastern striped grunter"
997,"Hemicaranx amblyrhynchus","Bluntnose jack"
5487,"Hemiglyphidodon plagiometopon","Lagoon damselfish"
5636,"Hemigymnus melapterus","Blackeye thicklip"
4094,"Hemilepidotus jordani","Yellow Irish lord"
14303,"Hemiramphus archipelagicus","Jumping halfbeak"
1058,"Hemiramphus bermudensis","Bermuda halfbeak"
1059,"Hemiramphus brasiliensis","Ballyhoo halfbeak"
7507,"Hemiramphus depauperatus","Tropical half-beak fish"
5404,"Hemiramphus far","Black-barred halfbeak"
5906,"Hemiscyllium ocellatum","Epaulette shark"
5908,"Hemiscyllium trispeculare","Speckled carpetshark"
25435,"Hemitaurichthys multispinosus","Many-spined butterflyfish"
5586,"Hemitaurichthys polylepis","Pyramid butterflyfish"
5587,"Hemitaurichthys thompsoni","Thompson's butterflyfish"
7795,"Hemitaurichthys zoster","Brown-and-white butterflyfish"
4097,"Hemitripterus americanus","Sea raven"
5588,"Heniochus acuminatus","Pennant coralfish"
5589,"Heniochus chrysostomus","Threeband pennantfish"
7769,"Heniochus diphreutes","False moorish idol"
12309,"Heniochus intermedius","Red Sea bannerfish"
5590,"Heniochus monoceros","Masked bannerfish"
12528,"Heniochus pleurotaenia","Phantom bannerfish"
5591,"Heniochus singularius","Singular bannerfish"
5592,"Heniochus varius","Horned bannerfish"
1494,"Herklotsichthys quadrimaculatus","Bluestripe herring"
52465,"Heteroclinus adelaidae","Adelaide's weedfish"
52470,"Heteroclinus johnstoni","Johnston's weedfish"
51521,"Heteroclinus perspicillatus","Common weedfish"
23743,"Heteroclinus roseus","Rosy weedfish"
52467,"Heteroclinus tristis","Sharp-nose weedfish"
12619,"Heteroconger hassi","Spotted garden-eel"
46077,"Heteroconger klausewitzi","Galapagos garden eel"
9062,"Heteroconger longissimus","Brown garden eel"
739,"Heterodontus francisci","Horn shark"
740,"Heterodontus galeatus","Crested hornshark"
744,"Heterodontus quoyi","Galapagos bullhead shark"
1150,"Heteropriacanthus cruentatus","Glasseye"
12837,"Heteroscarus acroptilus","Rainbow cale"
3728,"Heterostichus rostratus","Giant kelpfish"
8169,"Hexagrammos agrammus","Spotty-bellied greenling"
4032,"Hexagrammos decagrammus","Kelp greenling"
6598,"Hexagrammos otakii","Fat greenling"
4035,"Hexagrammos stelleri","Whitespotted greenling"
637,"Hexanchus griseus","Bluntnose sixgill shark"
1595,"Hilsa kelee","Kelee shad"
 ,"Himantura schmardae", 
5507,"Himantura uarnak","Honeycomb stingray"
46324,"Hippocampus abdominalis","Big-belly seahorse"
13100,"Hippocampus angustus","Western spiny seahorse"
53790,"Hippocampus bargibanti","Pygmy seahorse"
53792,"Hippocampus comes","Tiger tail seahorse"
60329,"Hippocampus denise","Denise's pygmy seahorse"
3283,"Hippocampus erectus","Lined seahorse"
5954,"Hippocampus histrix","Thorny seahorse"
3284,"Hippocampus ingens","Pacific seahorse"
5955,"Hippocampus kuda","Spotted seahorse"
3285,"Hippocampus reidi","Longsnout seahorse"
25974,"Hippocampus spinosissimus","Hedgehog seahorse"
22816,"Hippocampus trimaculatus","Longnose seahorse"
22818,"Hippocampus whitei","White's seahorse"
13966,"Hippoglossina macrops","Bigeye flounder"
13967,"Hippoglossina tetrophthalma","Fourspot flounder"
8845,"Hippoglossoides dubius","Flathead flounder"
519,"Hippoglossoides elassodon","Flathead sole"
4239,"Hippoglossoides platessoides","American plaice"
514,"Hippoglossus stenolepis","Pacific halibut"
7906,"Hipposcarus harid","Candelamoa parrotfish"
5539,"Hipposcarus longiceps","Pacific longnose parrotfish"
46142,"Histiogamphelus briggsii","Briggs' pipefish"
7892,"Histiopterus typus","Sailfin armourhead"
3089,"Histrio histrio","Sargassumfish"
3608,"Holacanthus bermudensis","Angelfish"
3609,"Holacanthus ciliaris","Queen angelfish"
8294,"Holacanthus passer","King angelfish"
3610,"Holacanthus tricolor","Rock beauty"
1061,"Holocentrus adscensionis","Squirrelfish"
1062,"Holocentrus rufus","Longspine squirrelfish"
5637,"Hologymnosus annulatus","Ring wrasse"
5638,"Hologymnosus doliatus","Pastel ringwrasse"
5792,"Hoplolatilus cuniculus","Dusky tilefish"
5794,"Hoplolatilus starcki","Stark's tilefish"
1393,"Hoplopagrus guentherii","Mexican barred snapper"
334,"Hoplostethus atlanticus","Orange roughy"
4964,"Hoplostethus mediterraneus","Mediterranean slimehead"
2589,"Hydrolagus colliei","Spotted ratfish"
9000,"Hydrolagus mirabilis","Large-eyed rabbitfish"
13146,"Hydrolagus novaezealandiae","Dark ghost shark"
13178,"Hypanus longus","Longtail stingray"
2574,"Hypanus sabinus","Atlantic stingray"
1573,"Hyperlophus vittatus","Sandy sprat"
3920,"Hyperoglyphe bythites","Black driftfish"
3921,"Hyperoglyphe perciformis","Barrelfish"
3758,"Hypleurochilus bermudensis","Barred blenny"
3759,"Hypleurochilus geminatus","Crested blenny"
8724,"Hypnos monopterygius","Coffin ray"
1305,"Hypoatherina barnesi","Barnes' silverside"
3237,"Hypoatherina harringtonensis","Reef silverside"
8120,"Hypoatherina ovalaua","Fijian silverside"
1307,"Hypoatherina temminckii","Samoan silverside"
15090,"Hypoplectrodes annulatus","Blackbanded seaperch"
47008,"Hypoplectrodes huntii","Redbanded perch"
15095,"Hypoplectrodes maccullochi","Halfbanded seaperch"
14628,"Hypoplectrodes nigroruber","Banded seaperch"
47862,"Hypoplectrus aberrans","Yellowbelly hamlet"
12765,"Hypoplectrus chlorurus","Yellowtail hamlet"
47813,"Hypoplectrus gemma","Blue hamlet"
16533,"Hypoplectrus gummigutta","Golden hamlet"
16534,"Hypoplectrus guttavarius","Shy hamlet"
12766,"Hypoplectrus indigo","Indigo hamlet"
16535,"Hypoplectrus nigricans","Black hamlet"
57460,"Hypoplectrus providencianus","Masked Hamlet"
12759,"Hypoplectrus puella","Barred hamlet"
3329,"Hypoplectrus unicolor","Butter hamlet"
488,"Hypoptychus dybowskii","Korean sandlance"
7505,"Hyporhamphus acutus","Pacific halfbeak"
7710,"Hyporhamphus affinis","Tropical halfbeak"
305,"Hyporhamphus sajori","Japanese halfbeak"
1205,"Hyporthodus flavolimbatus","Yellowedge grouper"
1206,"Hyporthodus mystacinus","Misty grouper"
1207,"Hyporthodus nigritus","Warsaw grouper"
1208,"Hyporthodus niveatus","Snowy grouper"
7355,"Hyporthodus octofasciatus","Eightbar grouper"
6574,"Hyporthodus septemfasciatus","Convict grouper"
8269,"Hypsoblennius brevipinnis","Barnaclebill blenny"
3763,"Hypsoblennius hentz","Feather blenny"
12442,"Hypsoblennius invemar","Tessellated blenny"
27242,"Hypsoblennius sordidus", 
3633,"Hypsurus caryi","Rainbow seaperch"
3648,"Hypsypops rubicundus","Garibaldi damselfish"
4107,"Icelus bicornis","Twohorn sculpin"
2647,"Ichthyapus ophioneus","Surf eel"
7118,"Icichthys australis","Southern driftfish"
62171,"Idiotropiscis lumnitzeri","Sydney's pygmy pipehorse"
1625,"Ilisha africana","West African ilisha"
1627,"Ilisha elongata","Elongate ilisha"
5611,"Iniistius aneitensis","Yellowblotch razorfish"
57870,"Iniistius baldwini","Baldwin's razorfish"
5612,"Iniistius celebicus","Celebes razorfish"
58754,"Iniistius geisha", 
5613,"Iniistius pavo","Peacock wrasse"
7747,"Iniistius pentadactylus","Fivefinger wrasse"
7766,"Iniistius umbrilatus","Razor wrasse fish"
12031,"Inimicus caledonicus","Chinese ghoul"
5826,"Inimicus didactylus","Bearded ghoul"
6403,"Inimicus filamentosus","Two-stick stingfish"
10537,"Inimicus sinensis","Spotted ghoul"
7780,"Iracundus signifer","Decoy scorpionfish"
397,"Isacia conceptionis","Cabinza grunt"
5834,"Isocirrhitus sexfasciatus","Sixband hawkfish"
1179,"Isopisthus parvipinnis","Bigtooth corvina"
14018,"Isopisthus remifer","Silver weakfish"
7562,"Istiblennius dussumieri","Streaky rockskipper"
6049,"Istiblennius edentulus","Rippled rockskipper"
6050,"Istiblennius lineatus","Lined rockskipper"
13761,"Istiblennius meleagris","Peacock rockskipper"
4336,"Istigobius campbelli", 
4328,"Istigobius decoratus","Decorated goby"
25201,"Istigobius diadema","Spectacled sandgoby"
4327,"Istigobius goldmanni","Goldman's goby"
4335,"Istigobius hoesei","Hoese's sandgoby"
4325,"Istigobius nigroocellatus","Black-spotted goby"
4322,"Istigobius ornatus","Ornate goby"
4324,"Istigobius rigilius","Rigilius goby"
4337,"Istigobius spence","Pearl goby"
217,"Istiompax indica","Black marlin"
78,"Istiophorus albicans","Atlantic sailfish"
77,"Istiophorus platypterus","Indo-Pacific sailfish"
753,"Isurus paucus","Longfin mako"
55295,"Itycirrhitus wilhelmi","Wilhelm's hawkfish"
9239,"Jaydia carinatus","Ocellate cardinalfish"
5751,"Jaydia ellioti","Flag-in cardinal-fish"
58304,"Jaydia truncata","Flagfin cardinalfish"
12310,"Johnrandallia nigrirostris","Blacknosed butterflyfish"
4110,"Jordania zonope","Longfin sculpin"
338,"Joturus pichardi","Bobo mullet"
219,"Kajikia albida","Atlantic white marlin"
223,"Kajikia audax","Striped marlin"
46363,"Karalepis stewarti","Scaly-headed triplefin"
12920,"Kathetostoma giganteum","Giant stargazer"
17389,"Kaupichthys atronasus","Black-nostril false moray"
17390,"Kaupichthys brachychirus","Shortfin false moray"
25703,"Kaupichthys diodontus","Common false moray"
2606,"Kaupichthys hyoproroides","False moray"
2607,"Kaupichthys nuchalis","Collared eel"
1609,"Konosirus punctatus","Dotted gizzard shad"
7242,"Koumansetta hectori","Hector's goby"
5478,"Koumansetta rainfordi","Old glory"
47068,"Krobia guianensis","Krobia"
5790,"Kuhlia mugil","Barred flagtail"
7715,"Kuhlia rupestris","Rock flagtail"
5157,"Kuhlia sandvicensis","Hawaiian flagtail"
 ,"Kyphosus analogus", 
3595,"Kyphosus azureus","Zebra-perch sea chub"
5804,"Kyphosus bigibbus","Brown chub"
5805,"Kyphosus cinerascens","Blue sea chub"
13024,"Kyphosus cornelii","Western buffalo bream"
12230,"Kyphosus elegans","Cortez sea chub"
66719,"Kyphosus gladius","Gladius sea chub"
62423,"Kyphosus hawaiiensis","Hawaiian chub"
1064,"Kyphosus incisor","Yellow sea chub"
3598,"Kyphosus ocyurus","Bluestriped chub"
62424,"Kyphosus pacificus","Pacific drummer"
66546,"Kyphosus sandwicensis","Pacific chub"
2498,"Kyphosus sectatrix","Bermuda sea chub"
12723,"Kyphosus sydneyanus","Silver drummer"
5806,"Kyphosus vaigiensis","Brassy chub"
12662,"Labracinus cyclophthalmus","Fire-tail devil"
14998,"Labracinus lineatus","Lined dottyback"
12683,"Labracoglossa nitida","Blue knifefish"
5109,"Labrichthys unilineatus","Tubelip wrasse"
59789,"Labrisomus cricota","Mock blenny"
8295,"Labrisomus multiporosus","Porehead blenny"
3735,"Labrisomus nuchipinnis","Hairy blenny"
8297,"Labrisomus xanti","Largemouth blenny"
5650,"Labroides bicolor","Bicolor cleaner wrasse"
5459,"Labroides dimidiatus","Bluestreak cleaner wrasse"
5651,"Labroides pectoralis","Blackspot cleaner wrasse"
7765,"Labroides phthirophagus","Hawaiian cleaner wrasse"
23530,"Labroides rubrolabiatus","Redlip cleaner wrasse"
4863,"Labropsis alleni","Allen's tubelip"
4868,"Labropsis australis","Southern tubelip"
4866,"Labropsis manabei","Northern tubelip"
4867,"Labropsis micronesica","Micronesian wrasse"
4865,"Labropsis xanthonota","Yellowback tubelip"
572,"Labrus bergylta","Ballan wrasse"
4582,"Labrus merula","Brown wrasse"
1071,"Lachnolaimus maximus","Hogfish"
363,"Lactarius lactarius","False trevally"
4286,"Lactophrys bicaudalis","Spotted trunkfish"
1107,"Lactophrys trigonus","Buffalo trunkfish"
1109,"Lactophrys triqueter","Smooth trunkfish"
6399,"Lactoria cornuta","Longhorn cowfish"
6554,"Lactoria diaphana","Roundbelly cowfish"
7837,"Lactoria fornasini","Thornback cowfish"
2014,"Laemonema longipes","Longfin codling"
1239,"Lagocephalus laevigatus","Smooth puffer"
4292,"Lagocephalus lagocephalus","Oceanic puffer"
4761,"Lagocephalus sceleratus","Silver-cheeked toadfish"
7564,"Laiphognathus multimaculatus","Spotty blenny"
259,"Lampanyctodes hectoris","Hector's lanternfish"
7145,"Lampris immaculatus","Southern opah"
25788,"Larabicus quadrilineatus","Fourline wrasse"
428,"Larimichthys crocea","Large yellow croaker"
416,"Larimichthys polyactis","Yellow croaker"
14015,"Larimus acclivis","Steeplined drum"
1180,"Larimus breviceps","Shorthead drum"
1182,"Larimus fasciatus","Banded drum"
14009,"Larimus pacificus","Pacific drum"
4589,"Lateolabrax japonicus","Japanese seabass"
12960,"Latridopsis ciliaris","Blue moki"
14416,"Latridopsis forsteri","Bastard trumpeter"
14021,"Latropiscis purpurissatus","Sergeant baker"
4111,"Leiocottus hirundo","Lavender sculpin"
 ,"Leiognathus equulus", 
429,"Leiostomus xanthurus","Spot croaker"
7473,"Leiuranus semicinctus","Saddled snake-eel"
24186,"Lepadichthys frenatus", 
1042,"Lepidocybium flavobrunneum","Escolar"
46617,"Lepidonectes clarkhubbsi","Signal triplefin"
25553,"Lepidonectes corallicola","Galapagos triplefin blenny"
14354,"Lepidoperca pulchella","Orange perch"
645,"Lepidopus caudatus","Silver scabbardfish"
28232,"Lepidotrigla brachyoptera","Scaly gurnard"
1722,"Lepidotrigla cavillone","Large-scaled gurnard"
5683,"Lepidozygus tapeinosoma","Fusilier damselfish"
7553,"Lepophidium brevibarbe","Shortbeard cusk-eel"
3110,"Lepophidium jeannae","Mottled cusk-eel"
52321,"Leptatherina presbyteroides","Silver fish"
4112,"Leptocottus armatus","Pacific staghorn sculpin"
26276,"Leptojulis chrysotaenia","Ochreband wrasse"
10576,"Leptojulis cyanopleura","Shoulder-spot wrasse"
4360,"Leptoscarus vaigiensis","Marbled parrotfish"
8314,"Lepturacanthus savala","Savalai hairtail"
7685,"Lesueurigobius friesii","Fries's goby"
1853,"Lethrinus amboinensis","Ambon emperor"
1854,"Lethrinus atkinsoni","Pacific yellowtail emperor"
1867,"Lethrinus atlanticus","Atlantic emperor"
1844,"Lethrinus borbonicus","Snubnose emperor"
1862,"Lethrinus erythracanthus","Orange-spotted emperor"
1842,"Lethrinus erythropterus","Longfin emperor"
1865,"Lethrinus genivittatus","Longspine emperor"
1851,"Lethrinus harak","Thumbprint emperor"
1857,"Lethrinus laticaudis","Grass emperor"
1863,"Lethrinus lentjan","Pink ear emperor"
1858,"Lethrinus miniatus","Trumpet emperor"
1847,"Lethrinus obsoletus","Orange-striped emperor"
1866,"Lethrinus ornatus","Ornate emperor"
61537,"Lethrinus ravus","Drab emperor"
1848,"Lethrinus rubrioperculatus","Spotcheek emperor"
1849,"Lethrinus semicinctus","Black blotch emperor"
7614,"Leucoraja circularis","Sandy ray"
2557,"Leucoraja erinacea","Little skate"
7619,"Leucoraja fullonica","Shagreen ray"
1253,"Leucoraja garmani","Rosette skate"
4326,"Leucoraja naevus","Cuckoo ray"
12851,"Leviprora inops","Longhead flathead"
692,"Lichia amia","Leerfish"
1529,"Lile stolifera","Striped herring"
521,"Limanda ferruginea","Yellowtail flounder"
695,"Limanda limanda","Common dab"
13514,"Limnichthys fasciatus","Barred sand burrower"
7046,"Lindbergichthys mizops","Toad notie"
7047,"Lindbergichthys nudifrons","Yellowfin notie"
12866,"Liopropoma africanum","African basslet"
3330,"Liopropoma eukrines","Wrasse bass"
25552,"Liopropoma fasciatum","Wrasse ass bass"
12848,"Liopropoma maculatum", 
8432,"Liopropoma mitratum","Pinstriped basslet"
3331,"Liopropoma mowbrayi","Cave bass"
3332,"Liopropoma rubre","Peppermint bass"
7318,"Liopropoma susumi","Meteor perch"
1379,"Liparis montagui","Montagus seasnail"
24115,"Liparis tanakae","Tanaka's snailfish"
9200,"Lipophrys pholis","Shanny"
450,"Lithognathus lithognathus","White steenbras"
 ,"Liza klunzingeri", 
 ,"Lobotes pacificus", 
1077,"Lobotes surinamensis","Tripletail"
10330,"Lophiocharon trisignatus","Three-spot frogfish"
532,"Lophius americanus","American angler"
1078,"Lophius gastrophysus","Blackfin goosefish"
4988,"Lophius vaillanti","Shortspine African angler"
10256,"Lophius vomerinus","Devil anglerfish"
362,"Lopholatilus chamaeleonticeps","Great northern tilefish"
24895,"Lotella rhacina","Rock cod"
7239,"Lotilia graciliosa","Whitecap goby"
12656,"Lubbockichthys multisquamatus","Fine-scaled dottyback"
3212,"Lucania parva","Rainwater killifish"
16580,"Lucayablennius zingaro","Arrow blenny"
1380,"Lumpenus lampretaeformis","Snakeblenny"
1395,"Lutjanus adetii","Yellow-banded snapper"
1401,"Lutjanus agennes","African red snapper"
63308,"Lutjanus alexandrei", 
1403,"Lutjanus analis","Mutton snapper"
1404,"Lutjanus apodus","Schoolmaster snapper"
1405,"Lutjanus aratus","Mullet snapper"
1408,"Lutjanus argentiventris","Yellow snapper"
1409,"Lutjanus bengalensis","Bengal snapper"
1410,"Lutjanus biguttatus","Two-spot banded snapper"
1423,"Lutjanus campechanus","Northern red snapper"
1424,"Lutjanus carponotatus","Spanish flag snapper"
1426,"Lutjanus colorado","Colorado snapper"
1427,"Lutjanus cyanopterus","Cubera snapper"
1428,"Lutjanus decussatus","Checkered snapper"
793,"Lutjanus ehrenbergii","Blackspot snapper"
1406,"Lutjanus erythropterus","Crimson snapper"
1070,"Lutjanus fulgens","Golden African snapper"
262,"Lutjanus fulvus","Blacktail snapper"
266,"Lutjanus griseus","Grey snapper"
152,"Lutjanus guttatus","Spotted rose snapper"
153,"Lutjanus inermis","Golden snapper"
154,"Lutjanus jocu","Dog snapper"
155,"Lutjanus jordani","Jordan's snapper"
158,"Lutjanus lunulatus","Lunartail snapper"
161,"Lutjanus mahogoni","Mahogany snapper"
164,"Lutjanus maxweberi","Pygmy snapper"
166,"Lutjanus monostigma","One-spot snapper"
168,"Lutjanus notatus","Bluestriped snapper"
169,"Lutjanus novemfasciatus","Pacific dog snapper"
170,"Lutjanus peru","Pacific red snapper"
171,"Lutjanus purpureus","Southern red snapper"
172,"Lutjanus quinquelineatus","Five-lined snapper"
173,"Lutjanus rivulatus","Blubberlip snapper"
25063,"Lutjanus rufolineatus","Yellow-lined snapper"
176,"Lutjanus russellii","Russell's snapper"
178,"Lutjanus sebae","Emperor red snapper"
179,"Lutjanus semicinctus","Black-banded snapper"
180,"Lutjanus stellatus","Star snapper"
181,"Lutjanus synagris","Lane snapper"
